name_length	value	response_time	accuracy	coarse_category	fine_category	subject	
6	26	1.5556164999998146	1	place	country	13	
12	0	1.573297399999774	1	person	politician	13	
5	9	2.087978799999746	1	place	country	13	
17	20	3.028978499999994	1	person	actor	13	
9	5	1.451084300000275	1	person	musician	13	
10	36	1.3546754999997574	1	place	monument	13	
11	18	1.7173682000002373	1	person	actor	13	
15	39	2.016252599999916	1	place	monument	13	
5	2	1.4918250999999145	1	place	city	13	
9	7	1.6142150000000584	1	person	writer	13	
16	10	1.2459198999999899	1	person	writer	13	
19	11	2.1568942000003517	1	person	writer	13	
16	35	1.5747888999999304	1	place	body_of_water	13	
11	25	1.2559418999999252	1	place	country	13	
9	4	1.461539299999913	1	place	monument	13	
4	34	1.3603866000003109	1	place	body_of_water	13	
8	28	1.8335630000001402	1	place	city	13	
23	15	1.5685367000000952	1	person	musician	13	
13	37	1.7644133999997393	1	place	monument	13	
7	23	1.4227230000001327	1	place	country	13	
4	30	1.333738799999992	1	place	city	13	
15	17	1.6322186000002148	1	person	politician	13	
6	29	1.5673133000000234	1	place	city	13	
17	20	2.1367011000002094	1	person	actor	13	
13	38	1.6349860999998782	1	place	monument	13	
9	4	1.5803969000003235	1	place	monument	13	
16	35	1.7910424000001512	0	place	body_of_water	13	
11	18	1.831536799999867	1	person	actor	13	
8	28	2.542371000000003	1	place	city	13	
13	12	3.800615900000139	1	person	writer	13	
8	24	1.2965963000001466	1	place	country	13	
15	14	1.7896012999999584	1	person	musician	13	
15	32	1.2860958999999639	1	place	body_of_water	13	
9	7	1.0590605000002142	1	person	writer	13	
13	37	2.681553399999757	0	place	monument	13	
17	27	1.5184025999997175	1	person	politician	13	
15	17	1.7938179999996464	1	person	politician	13	
14	21	2.650209100000211	1	person	politician	13	
23	15	1.8405895999999302	1	person	musician	13	
13	3	1.878855299999941	1	place	body_of_water	13	
5	9	1.1485118000000512	1	place	country	13	
19	11	1.3597515999999814	1	person	writer	13	
16	33	1.002222300000085	1	place	body_of_water	13	
16	10	1.281261799999811	1	person	writer	13	
12	0	0.9744962999998279	1	person	politician	13	
9	31	2.6643957000001137	1	place	city	13	
10	36	1.5021655999998984	1	place	monument	13	
4	34	1.826287500000035	1	place	body_of_water	13	
5	2	1.1303433999996741	1	place	city	13	
9	16	1.5021513000001505	1	person	musician	13	
4	30	1.1857860999998593	1	place	city	13	
8	6	1.5214541000000281	1	person	politician	13	
12	8	1.1724688999997852	1	person	writer	13	
6	26	1.1742481000001135	1	place	country	13	
9	5	1.5753835999998955	1	person	musician	13	
14	19	1.096493399999872	1	person	actor	13	
11	25	1.2137549000003673	1	place	country	13	
15	39	1.372900600000321	1	place	monument	13	
6	1	1.5265896000000794	1	person	actor	13	
18	22	1.2423656999999366	1	person	actor	13	
7	23	0.9703241999995953	1	place	country	13	
6	29	1.7474115999998503	1	place	city	13	
13	37	1.343135600000096	0	place	monument	13	
16	10	1.5143749999997453	1	person	writer	13	
12	8	1.0226800000000367	1	person	writer	13	
6	26	1.1570329999999558	1	place	country	13	
11	25	1.3674159000001964	1	place	country	13	
23	15	0.9931774000001496	1	person	musician	13	
8	24	1.850570499999776	1	place	country	13	
9	16	1.2641680000001543	1	person	musician	13	
4	34	1.2786768000000848	1	place	body_of_water	13	
18	22	1.675643399999899	1	person	actor	13	
17	27	1.432119099999909	1	person	politician	13	
5	9	1.4550755999998728	1	place	country	13	
19	11	1.4304497000002812	1	person	writer	13	
8	28	1.3262267999998585	1	place	city	13	
8	6	1.930087199999889	1	person	politician	13	
15	14	1.1009781000002477	1	person	musician	13	
15	39	1.6326466000000437	1	place	monument	13	
6	29	1.2318295000004582	1	place	city	13	
16	33	1.710684399999991	1	place	body_of_water	13	
9	7	1.5941983000002438	1	person	writer	13	
9	31	1.6745068000000174	1	place	city	13	
9	4	1.991615300000376	1	place	monument	13	
10	36	1.800568600000588	1	place	monument	13	
7	13	1.2171948000004704	1	person	musician	13	
13	38	1.2170716999999058	1	place	monument	13	
13	12	3.8240897000005134	1	person	writer	13	
6	1	1.9743498999996518	1	person	actor	13	
13	3	1.511310400000184	1	place	body_of_water	13	
15	32	1.6437582999997176	1	place	body_of_water	13	
17	20	3.0507755999997244	1	person	actor	13	
4	30	1.1685398999998142	1	place	city	13	
12	0	1.0424507999996422	1	person	politician	13	
14	21	1.0967629000006127	1	person	politician	13	
5	2	1.2292514999999185	1	place	city	13	
14	19	1.933237399999598	1	person	actor	13	
16	35	2.3202390000005835	1	place	body_of_water	13	
7	23	1.2999914000001809	1	place	country	13	
11	18	1.0723183000000063	1	person	actor	13	
9	5	1.7974678000000495	1	person	musician	13	
15	17	1.5178112000003239	1	person	politician	13	
9	7	0.8624964000000546	1	person	writer	13	
4	34	1.340097300000707	1	place	body_of_water	13	
7	23	0.9827336999996987	1	place	country	13	
9	31	1.791693000000123	1	place	city	13	
15	39	2.1211787000002005	1	place	monument	13	
6	26	1.9569691999995484	1	place	country	13	
12	8	1.87923469999987	1	person	writer	13	
15	17	0.9387839999999414	1	person	politician	13	
5	9	1.7333111999996618	1	place	country	13	
10	36	1.3598157000005813	1	place	monument	13	
11	18	1.817423699999381	0	person	actor	13	
9	5	1.5526945000001433	1	person	musician	13	
6	1	1.122440899999674	1	person	actor	13	
8	28	1.685480699999971	1	place	city	13	
17	27	1.0896729999994932	1	person	politician	13	
5	2	1.3190746999998737	1	place	city	13	
18	22	1.2996349999993981	1	person	actor	13	
15	32	1.5368065000002389	1	place	body_of_water	13	
9	4	1.3798593999999866	1	place	monument	13	
13	38	1.660706100000425	1	place	monument	13	
17	20	0.939120200000616	1	person	actor	13	
12	0	0.9977183000000878	1	person	politician	13	
8	24	1.4221005999997942	1	place	country	13	
16	10	0.9653870000001916	1	person	writer	13	
13	12	1.5036690999995699	1	person	writer	13	
16	35	2.8519767999996475	0	place	body_of_water	13	
16	33	2.514405799999622	1	place	body_of_water	13	
11	25	1.160181499999453	1	place	country	13	
7	13	1.3859332000001814	1	person	musician	13	
15	14	1.1541842000006	1	person	musician	13	
6	29	1.8445455000000948	1	place	city	13	
8	6	1.9149932000000263	1	person	politician	13	
14	21	1.870827300000201	1	person	politician	13	
19	11	1.0278542000005473	1	person	writer	13	
23	15	2.027145300000484	1	person	musician	13	
4	30	1.3862073000000237	1	place	city	13	
13	37	1.2670854999996664	1	place	monument	13	
14	19	2.2295206000007965	1	person	actor	13	
15	39	1.199396799999704	1	place	monument	13	
5	9	1.2485256999998455	1	place	country	13	
11	18	1.5995953999999983	1	person	actor	13	
11	25	1.4717576999992161	1	place	country	13	
4	34	1.3817454999998517	1	place	body_of_water	13	
5	2	1.1027693000005456	1	place	city	13	
9	7	1.2182325999992827	1	person	writer	13	
15	14	1.4094724999995378	1	person	musician	13	
15	17	1.0812309000002642	1	person	politician	13	
9	5	1.9191010000004098	1	person	musician	13	
18	22	1.3638091000002532	1	person	actor	13	
6	1	1.534614799999872	1	person	actor	13	
6	26	1.2129574999999022	1	place	country	13	
19	11	2.028655500000241	1	person	writer	13	
17	20	2.011629200000243	1	person	actor	13	
23	15	2.0268319999995583	1	person	musician	13	
13	12	1.0817575999999463	1	person	writer	13	
9	4	1.6738690000001952	1	place	monument	13	
10	36	3.0149922999999035	1	place	monument	13	
8	6	1.7258664999999382	1	person	politician	13	
7	13	1.0655667999999423	1	person	musician	13	
8	28	1.2800019000005705	1	place	city	13	
12	0	1.7738055999998323	1	person	politician	13	
13	38	2.3428813000000446	1	place	monument	13	
15	32	1.2419552000001204	0	place	body_of_water	13	
9	16	1.4617890999998053	1	person	musician	13	
14	21	1.7969782000000123	1	person	politician	13	
9	31	1.2933788000000277	1	place	city	13	
13	37	0.8991813000002367	1	place	monument	13	
18	22	1.1035805999999866	1	person	actor	13	
16	10	1.699470200000178	1	person	writer	13	
9	16	1.1205768999998327	1	person	musician	13	
12	8	1.0756727999996656	1	person	writer	13	
13	12	0.9054607999996733	1	person	writer	13	
11	25	1.5282901999999012	1	place	country	13	
7	23	2.0439695999994	1	place	country	13	
14	21	1.2055905999995957	1	person	politician	13	
13	38	1.1740942000005816	1	place	monument	13	
11	18	1.1430890999999974	1	person	actor	13	
13	3	1.0815662999993947	1	place	body_of_water	13	
8	28	1.0394538999998986	1	place	city	13	
15	32	1.173792599999615	1	place	body_of_water	13	
9	4	1.7513724000000366	1	place	monument	13	
8	6	1.2662510000000111	1	person	politician	13	
9	5	1.9970627000002423	1	person	musician	13	
5	2	1.1334226999997554	1	place	city	13	
14	19	1.0884052999999767	1	person	actor	13	
16	33	1.4450847999996768	0	place	body_of_water	13	
4	30	1.5737502000001768	1	place	city	13	
17	27	1.2860510000000431	1	person	politician	13	
6	29	1.6025293999991845	1	place	city	13	
9	7	1.3774267000007967	1	person	writer	13	
16	35	1.3066555000004882	1	place	body_of_water	13	
6	26	1.5749703999999838	1	place	country	13	
19	11	3.2888105000001815	1	person	writer	13	
15	17	2.80524239999977	1	person	politician	13	
4	34	1.125543099999959	1	place	body_of_water	13	
23	15	1.8806915000004665	1	person	musician	13	
12	0	2.2224034999999276	1	person	politician	13	
8	6	1.4228100000000268	1	person	politician	13	
16	33	1.2698771000004854	1	place	body_of_water	13	
4	30	1.4116327000001547	1	place	city	13	
9	4	1.1151578000008158	1	place	monument	13	
13	12	1.3430736000000252	1	person	writer	13	
19	11	1.5454956000003222	1	person	writer	13	
8	28	1.8038407000003644	1	place	city	13	
9	5	2.1642774000001737	1	person	musician	13	
12	0	1.470723999999791	1	person	politician	13	
17	20	1.2518491000000722	1	person	actor	13	
9	31	1.6981608999994933	1	place	city	13	
4	34	1.519241900000452	1	place	body_of_water	13	
15	14	1.1079262000002927	1	person	musician	13	
18	22	0.9523595999999088	1	person	actor	13	
11	18	4.33820089999972	1	person	actor	13	
12	8	1.5236610000001747	1	person	writer	13	
14	21	1.0467152000001079	1	person	politician	13	
5	9	1.1309938000003967	1	place	country	13	
16	10	1.8065625000008367	1	person	writer	13	
11	25	2.183203399999911	1	place	country	13	
8	24	1.1522279999999228	1	place	country	13	
10	36	0.9149106999993819	1	place	monument	13	
6	29	1.26338719999967	1	place	city	13	
13	37	0.8138136999996277	1	place	monument	13	
15	39	1.358317399999578	1	place	monument	13	
6	1	1.0632308000003832	1	person	actor	13	
9	16	1.1011165999998411	1	person	musician	13	
16	35	0.9608200000002398	1	place	body_of_water	13	
23	15	1.4032473999996	1	person	musician	13	
13	38	1.0917053999992277	1	place	monument	13	
15	32	1.2881676000006337	0	place	body_of_water	13	
14	19	1.4924987000003966	1	person	actor	13	
15	17	1.2889783000000534	1	person	politician	13	
17	27	1.2848915000004126	1	person	politician	13	
7	13	1.1378752000000532	0	person	musician	13	
13	3	1.0131624999994528	1	place	body_of_water	13	
5	2	1.0536563000005117	1	place	city	13	
9	7	1.1401943999999276	1	person	writer	13	
7	23	1.398428700000295	1	place	country	13	
15	17	1.5242641999993793	1	person	politician	13	
15	32	2.3760505999998713	1	place	body_of_water	13	
9	5	1.2891368000000512	1	person	musician	13	
5	2	0.9019448000008197	1	place	city	13	
4	34	1.1544137000000774	1	place	body_of_water	13	
16	35	1.4608557000001383	1	place	body_of_water	13	
4	30	2.0167508999993515	1	place	city	13	
9	16	1.0330764999998792	1	person	musician	13	
15	39	1.3204372999998668	1	place	monument	13	
12	0	1.0600248999999167	1	person	politician	13	
17	27	1.4182264000000941	1	person	politician	13	
16	33	1.3461428999999043	1	place	body_of_water	13	
9	31	1.4172128000000157	1	place	city	13	
8	6	1.344245199999932	1	person	politician	13	
6	1	1.7235354999993433	1	person	actor	13	
18	22	2.3231261000000814	1	person	actor	13	
19	11	2.196168700000271	0	person	writer	13	
14	19	1.1323048999993262	1	person	actor	13	
16	10	1.1195479999996678	1	person	writer	13	
12	8	2.0651926999998977	1	person	writer	13	
6	29	1.5340337999996336	1	place	city	13	
7	23	1.0565362999996069	1	place	country	13	
5	9	1.1779542000003858	1	place	country	13	
9	4	1.8199432000001252	1	place	monument	13	
6	1	1.0915789999999106	1	person	actor	13	
23	15	0.8729792999993151	1	person	musician	13	
18	22	0.9987412999998924	1	person	actor	13	
17	20	1.5677853999995932	1	person	actor	13	
8	6	0.992888299999322	1	person	politician	13	
13	37	1.1132692000001043	1	place	monument	13	
7	13	1.277731600000152	0	person	musician	13	
6	26	1.5045985999995537	1	place	country	13	
9	7	1.04502119999961	1	person	writer	13	
6	29	2.348039499999686	1	place	city	13	
19	11	1.6944915000003675	1	person	writer	13	
16	35	1.2427950000001147	1	place	body_of_water	13	
10	36	1.674223300000449	1	place	monument	13	
15	32	1.0837406000000556	0	place	body_of_water	13	
14	19	1.4232978999998522	1	person	actor	13	
11	25	1.591221300000143	1	place	country	13	
4	30	2.423420299999634	1	place	city	13	
9	16	1.3185219999995752	1	person	musician	13	
15	39	2.993615499999578	1	place	monument	13	
13	3	1.4826599000007263	1	place	body_of_water	13	
12	8	2.0158487999997305	1	person	writer	13	
11	18	1.567482899999959	1	person	actor	13	
15	17	1.4254762999999002	1	person	politician	13	
17	27	1.465280000000348	1	person	politician	13	
8	28	0.9917169000000285	1	place	city	13	
9	5	1.9120403999995688	1	person	musician	13	
14	21	1.179667999999765	1	person	politician	13	
15	14	1.1009389999999257	1	person	musician	13	
12	0	1.3118051000001287	1	person	politician	13	
13	38	1.1003535999998348	1	place	monument	13	
8	24	1.1842501999999513	1	place	country	13	
5	2	1.3287459000002855	1	place	city	13	
4	34	0.9565695000001142	1	place	body_of_water	13	
7	23	0.9176300999997693	1	place	country	13	
9	31	1.4568244000001869	1	place	city	13	
16	10	1.8799760000001697	1	person	writer	13	
16	10	1.311575200000334	1	person	writer	13	
15	17	1.6753183000000718	1	person	politician	13	
7	23	1.1122749999994994	1	place	country	13	
14	21	1.2607943000002706	1	person	politician	13	
9	16	1.4184663000005457	1	person	musician	13	
6	26	1.0261994000002232	1	place	country	13	
14	19	1.4653756999996403	1	person	actor	13	
16	35	1.679833699999108	1	place	body_of_water	13	
8	6	1.1009219999996276	1	person	politician	13	
4	30	1.5681293999996342	1	place	city	13	
7	13	1.0257430999999997	1	person	musician	13	
17	27	1.3049836000000141	1	person	politician	13	
11	18	2.1982209999996485	1	person	actor	13	
12	0	1.1672433000003366	1	person	politician	13	
19	11	1.0723383000004105	1	person	writer	13	
9	4	1.4767512000007628	1	place	monument	13	
8	24	1.0978297999999995	1	place	country	13	
4	34	1.2468195000001288	1	place	body_of_water	13	
17	20	1.0860669000003327	1	person	actor	13	
13	37	1.875088599999799	1	place	monument	13	
15	39	0.936646699999983	1	place	monument	13	
10	36	1.9239810999997644	1	place	monument	13	
11	25	2.5831271999995806	1	place	country	13	
16	33	1.3281751000004078	1	place	body_of_water	13	
5	2	1.5327158999998574	1	place	city	13	
9	5	1.007808300000761	1	person	musician	13	
6	1	1.0322577999995701	1	person	actor	13	
9	31	1.2786520999998174	1	place	city	13	
23	15	1.099677299999712	1	person	musician	13	
15	14	0.8960725000006278	1	person	musician	13	
8	28	1.0853374000007534	1	place	city	13	
13	12	1.9217054999999164	1	person	writer	13	
6	29	1.1728868000000148	1	place	city	13	
13	3	1.3828303000000233	1	place	body_of_water	13	
18	22	1.6643767999994452	1	person	actor	13	
9	7	1.0219795000002705	1	person	writer	13	
13	38	1.605456100000083	1	place	monument	13	
12	8	0.9332125000000815	1	person	writer	13	
5	9	1.6009573999999702	1	place	country	13	
15	32	1.920678699999371	0	place	body_of_water	13	
14	19	1.0214319999995496	1	person	actor	13	
9	4	1.3973055999995267	1	place	monument	13	
13	37	0.9903851999997642	1	place	monument	13	
16	33	1.6860404999997627	0	place	body_of_water	13	
9	31	1.3950669000005291	1	place	city	13	
7	13	1.3721830000004047	1	person	musician	13	
13	12	0.9332943999997951	1	person	writer	13	
5	2	0.944501200000559	1	place	city	13	
5	9	1.195445600000312	1	place	country	13	
15	39	1.7399613000006866	1	place	monument	13	
13	3	1.15843489999952	1	place	body_of_water	13	
15	17	1.736971999999696	1	person	politician	13	
15	14	1.011511500000779	1	person	musician	13	
14	21	1.0838997999999265	1	person	politician	13	
11	18	1.6324586999999156	1	person	actor	13	
10	36	1.247209400000429	1	place	monument	13	
18	22	1.5182495999997627	1	person	actor	13	
12	0	1.6975561999997808	1	person	politician	13	
4	34	1.3099692000005234	1	place	body_of_water	13	
17	20	1.4817402999997284	1	person	actor	13	
16	10	0.959516199999598	1	person	writer	13	
6	26	1.5139970000000176	1	place	country	13	
9	7	1.0862071000001379	1	person	writer	13	
6	1	1.0746836000002986	1	person	actor	13	
8	24	2.1047452000002522	1	place	country	13	
11	25	1.5210163000010652	1	place	country	13	
13	38	0.9311938999999256	1	place	monument	13	
19	11	1.3104053000006388	1	person	writer	13	
8	28	1.4189874000003329	1	place	city	13	
16	35	1.6666054999986954	0	place	body_of_water	13	
9	16	2.5119085000005725	1	person	musician	13	
15	32	2.25188049999997	0	place	body_of_water	13	
6	29	2.402397899999414	1	place	city	13	
8	6	0.9143370000001596	1	person	politician	13	
17	27	1.3585199000008288	1	person	politician	13	
9	5	1.3860397999997076	1	person	musician	13	
12	8	1.858389500001067	1	person	writer	13	
7	23	1.6878834999988612	1	place	country	13	
23	15	1.0283721000014339	1	person	musician	13	
5	9	1.0797404000004462	1	place	country	13	
13	3	1.1007127999982913	1	place	body_of_water	13	
13	37	1.2164981000005355	1	place	monument	13	
4	34	1.280732100000023	1	place	body_of_water	13	
15	39	1.2620812000004662	1	place	monument	13	
9	7	0.864206500000364	1	person	writer	13	
12	8	0.9899128999986715	1	person	writer	13	
13	38	1.5270970000001398	1	place	monument	13	
17	27	1.488212399999611	1	person	politician	13	
15	32	1.1573196000008465	1	place	body_of_water	13	
12	0	1.6068465999996988	1	person	politician	13	
5	2	1.6224686000005022	1	place	city	13	
9	5	0.9983507999986614	1	person	musician	13	
16	10	0.9586778000011691	1	person	writer	13	
10	36	1.097224399998595	1	place	monument	13	
16	35	0.9583078999985446	1	place	body_of_water	13	
14	19	1.416832599999907	1	person	actor	13	
7	23	1.1143977000010636	1	place	country	13	
4	30	1.2782108999999764	1	place	city	13	
8	6	0.9560937999995076	1	person	politician	13	
23	15	1.2385784000016429	1	person	musician	13	
9	4	1.1412497000001167	1	place	monument	13	
16	33	1.351895499999955	1	place	body_of_water	13	
6	26	1.9431146000006265	1	place	country	13	
19	11	1.612423900000067	1	person	writer	13	
9	31	0.9402216999988013	1	place	city	13	
11	18	0.9192993999986356	1	person	actor	13	
11	25	1.2038708000000042	1	place	country	13	
17	20	0.7862325000005512	1	person	actor	13	
16	35	1.0172116000012466	1	place	body_of_water	13	
6	1	1.0890631000002031	1	person	actor	13	
6	26	0.9502318000013474	1	place	country	13	
4	30	0.9279337000007217	1	place	city	13	
5	2	1.002878100000089	1	place	city	13	
12	0	1.3946928000004846	1	person	politician	13	
9	4	1.4512221000004502	1	place	monument	13	
6	29	0.9123686000002635	1	place	city	13	
9	5	0.8280876999997417	1	person	musician	13	
16	10	1.3232034000011481	1	person	writer	13	
15	17	1.3343586999999388	1	person	politician	13	
10	36	1.3287168999995629	1	place	monument	13	
13	3	1.563831299999947	1	place	body_of_water	13	
17	20	0.990542400000777	1	person	actor	13	
23	15	1.7670297000004211	1	person	musician	13	
14	19	1.0407495999988896	1	person	actor	13	
8	28	1.1105019000005996	1	place	city	13	
9	31	1.0502114000009897	1	place	city	13	
7	13	0.9438320999997813	0	person	musician	13	
15	32	2.4585098000006838	1	place	body_of_water	13	
9	7	1.6242681000003358	1	person	writer	13	
11	25	1.2711186000015005	1	place	country	13	
15	39	1.2994605999992928	1	place	monument	13	
13	38	1.4569186000007903	1	place	monument	13	
13	12	1.3831219999992754	1	person	writer	13	
4	34	1.0250921000006201	1	place	body_of_water	13	
13	37	2.26491630000055	0	place	monument	13	
5	9	1.6153168000000733	1	place	country	13	
8	6	1.5183510000006208	1	person	politician	13	
7	23	0.8808289999997214	1	place	country	13	
14	21	1.2785636999997223	1	person	politician	13	
8	24	2.9390125999998418	1	place	country	13	
16	33	1.8293026000010286	1	place	body_of_water	13	
12	8	1.339710099999138	1	person	writer	13	
18	22	1.958183700000518	1	person	actor	13	
17	27	1.3518829999993613	1	person	politician	13	
19	11	0.8018085999992763	1	person	writer	13	
15	14	0.9304114000005939	1	person	musician	13	
11	18	2.4141321999995853	1	person	actor	13	
9	16	1.8197751999996399	1	person	musician	13	
4	34	1.1121028999987175	1	place	body_of_water	13	
23	15	1.0192557999998826	1	person	musician	13	
12	0	1.3944682000001194	1	person	politician	13	
11	25	1.0188901999990776	1	place	country	13	
12	8	1.9543064000008599	1	person	writer	13	
13	37	1.5081160999998247	0	place	monument	13	
13	3	1.0326611000000412	1	place	body_of_water	13	
15	17	0.9598984999993263	1	person	politician	13	
7	13	0.8423148000001675	1	person	musician	13	
13	38	1.049362599998858	1	place	monument	13	
14	21	1.247783900000286	1	person	politician	13	
8	6	1.230233300000691	1	person	politician	13	
9	7	0.9102766999985761	1	person	writer	13	
15	14	1.0987667000008514	1	person	musician	13	
6	1	0.847058700001071	1	person	actor	13	
8	28	1.0863735000002634	1	place	city	13	
16	35	1.4419168999993417	1	place	body_of_water	13	
4	30	1.4485103000006347	1	place	city	13	
5	2	2.3347015000017564	1	place	city	13	
6	26	2.0165835000007064	1	place	country	13	
8	24	1.0721586999989086	1	place	country	13	
11	18	1.925230199998623	1	person	actor	13	
17	20	1.7684163000012632	1	person	actor	13	
10	36	1.2009649999999965	1	place	monument	13	
15	32	1.1855471999988367	1	place	body_of_water	13	
9	31	1.5066191999994771	1	place	city	13	
16	10	0.9023304000002099	1	person	writer	13	
17	27	0.9619053000005806	1	person	politician	13	
9	4	0.8756075999990571	1	place	monument	13	
5	9	1.1290270999998029	1	place	country	13	
18	22	1.3074661000009655	1	person	actor	13	
7	23	1.5910471999995934	1	place	country	13	
16	33	1.3361416999996436	1	place	body_of_water	13	
19	11	1.2501150999996753	1	person	writer	13	
6	29	1.8877102000005834	1	place	city	13	
14	19	1.1558067999994819	1	person	actor	13	
9	16	1.445422700000563	1	person	musician	13	
13	12	2.844655699998839	1	person	writer	13	
9	5	1.3396296999999322	1	person	musician	13	
15	39	1.1091147999995883	1	place	monument	13	
9	7	1.4505257999990135	1	person	writer	13	
12	0	1.0241962999989482	1	person	politician	13	
16	33	1.3193535999998858	1	place	body_of_water	13	
15	14	1.2656896999997116	1	person	musician	13	
12	8	1.3273336000002018	1	person	writer	13	
14	21	1.5625423999990744	1	person	politician	13	
6	29	1.08504609999909	1	place	city	13	
15	32	1.5535266999995656	1	place	body_of_water	13	
8	24	1.0273142000005464	1	place	country	13	
11	25	0.9383670000006532	1	place	country	13	
14	19	1.6639336999996885	1	person	actor	13	
10	36	0.913595300000452	1	place	monument	13	
18	22	0.9093140999993921	1	person	actor	13	
4	34	1.751706600000034	1	place	body_of_water	13	
19	11	1.6332003000006807	1	person	writer	13	
5	9	1.6003586999995605	1	place	country	13	
7	13	0.784874500001024	1	person	musician	13	
9	5	0.9613621999997122	1	person	musician	13	
6	1	1.5636863999989146	1	person	actor	13	
8	6	1.165619000001243	1	person	politician	13	
13	3	1.6642220000012458	1	place	body_of_water	13	
13	37	1.7097739999990154	0	place	monument	13	
9	16	1.1629200000006676	1	person	musician	13	
4	30	1.437349700001505	1	place	city	13	
8	28	1.4274647000002005	1	place	city	13	
17	27	1.5792407999997522	1	person	politician	13	
17	20	2.2363994999996066	1	person	actor	13	
16	10	0.9788947000015469	1	person	writer	13	
15	17	1.0039489999999205	1	person	politician	13	
13	38	2.1637286999994103	1	place	monument	13	
16	35	1.1655761000001803	1	place	body_of_water	13	
11	18	1.8450394999999844	1	person	actor	13	
9	4	2.4130102999988594	1	place	monument	13	
23	15	1.725461500000165	1	person	musician	13	
7	23	1.0004110999998375	1	place	country	13	
5	2	1.8568642999998701	1	place	city	13	
15	32	1.0047918999989633	1	place	body_of_water	13	
9	4	1.2053106999992451	1	place	monument	13	
7	23	1.1098157999986142	1	place	country	13	
8	24	1.2247325999996974	1	place	country	13	
9	5	1.063819599999988	1	person	musician	13	
16	10	1.2616366000002017	1	person	writer	13	
8	6	0.954753800000617	1	person	politician	13	
16	35	1.2370516999999381	1	place	body_of_water	13	
18	22	1.284132699998736	1	person	actor	13	
17	27	1.744755100000475	1	person	politician	13	
23	15	1.1318186999997124	1	person	musician	13	
6	1	2.0475888999990275	1	person	actor	13	
12	8	0.942106700000295	1	person	writer	13	
4	34	1.5613343999993958	1	place	body_of_water	13	
13	37	1.275045999998838	1	place	monument	13	
17	20	1.1920043999998597	1	person	actor	13	
13	3	1.1445947000011074	1	place	body_of_water	13	
11	25	2.682949699999881	1	place	country	13	
6	26	2.800673599998845	1	place	country	13	
4	30	1.6797205999992002	1	place	city	13	
15	39	1.453304599999683	1	place	monument	13	
14	19	2.179906299999857	1	person	actor	13	
7	13	2.0136203999991267	1	person	musician	13	
10	36	1.2941850000006525	1	place	monument	13	
9	31	1.3233667999993486	1	place	city	13	
11	18	1.7991197999999713	1	person	actor	13	
15	14	2.110682299999098	1	person	musician	13	
9	16	0.9383223999993788	1	person	musician	13	
16	33	2.3256184000001667	1	place	body_of_water	13	
13	12	2.2333448999997927	1	person	writer	13	
6	29	1.0729654000006121	1	place	city	13	
13	38	1.558817299999646	1	place	monument	13	
5	2	1.768559300000561	1	place	city	13	
14	21	1.7456879000001209	1	person	politician	13	
9	7	1.9320608999987599	1	person	writer	13	
8	28	1.6959477000000334	1	place	city	13	
5	9	0.9890138999999181	1	place	country	13	
19	11	1.4621449000005668	1	person	writer	13	
12	0	0.9396355000008043	1	person	politician	13	
15	17	1.3814901999994618	1	person	politician	13	
4	30	1.050811099999919	1	place	city	13	
8	6	1.568556999998691	1	person	politician	13	
5	2	2.5151182999998127	1	place	city	13	
16	10	2.047622299998693	1	person	writer	13	
15	14	1.8377355000011448	1	person	musician	13	
6	29	1.5583459999998013	1	place	city	13	
15	17	2.36068140000134	1	person	politician	13	
10	36	0.9704299999993964	1	place	monument	13	
13	37	1.2997025999993639	0	place	monument	13	
16	35	2.19264529999964	1	place	body_of_water	13	
5	9	0.8572342999996181	1	place	country	13	
8	24	1.5117912999994587	1	place	country	13	
14	19	0.555510600001071	1	person	actor	13	
7	13	0.9806688000007853	1	person	musician	13	
23	15	0.9575745000001916	1	person	musician	13	
11	18	1.3675580999988597	1	person	actor	13	
9	16	1.6646029000003182	1	person	musician	13	
17	27	1.6461679999993066	1	person	politician	13	
12	8	1.1966977000010957	1	person	writer	13	
13	12	1.5009539000002405	1	person	writer	13	
6	1	1.3893071000002237	1	person	actor	13	
16	33	0.7439049999993586	1	place	body_of_water	13	
9	31	1.0992951000007452	1	place	city	13	
18	22	1.233547499999986	1	person	actor	13	
19	11	1.344237699999212	1	person	writer	13	
6	26	1.483224199999313	1	place	country	13	
11	25	2.2855394999987766	1	place	country	13	
13	38	2.6731290000006993	1	place	monument	13	
15	39	2.6787974999988364	1	place	monument	13	
9	5	1.2911819000000833	1	person	musician	13	
17	20	1.4949210000013409	1	person	actor	13	
4	34	1.5160300999996252	1	place	body_of_water	13	
15	32	1.5200050999992527	1	place	body_of_water	13	
9	7	1.4596290999998018	1	person	writer	13	
14	21	1.9934702000009565	1	person	politician	13	
13	3	1.1145739000003232	0	place	body_of_water	13	
12	0	0.8936468000010791	1	person	politician	13	
18	22	0.7989866999996593	1	person	actor	13	
14	21	1.1041084000007686	1	person	politician	13	
23	15	0.9159287999991648	1	person	musician	13	
14	19	1.2006801000006817	1	person	actor	13	
4	34	0.8485234999989189	1	place	body_of_water	13	
7	13	1.0200126999989152	1	person	musician	13	
5	9	1.074534200000926	1	place	country	13	
11	25	0.8245086000006268	1	place	country	13	
16	35	0.888017299999774	1	place	body_of_water	13	
17	20	1.2043954000000667	1	person	actor	13	
