name_length	value	response_time	accuracy	coarse_category	fine_category	subject	
11	25	1.6669697999986965	1	place	country	4	
19	11	2.2240926000013133	1	person	writer	4	
14	21	1.67286889999923	1	person	politician	4	
13	37	1.5096367999994982	1	place	monument	4	
15	17	2.3777688999998645	1	person	politician	4	
16	35	3.93454759999986	1	place	body_of_water	4	
4	30	1.6775054000008822	1	place	city	4	
9	4	1.3563917000010406	1	place	monument	4	
16	33	1.8142409000010957	1	place	body_of_water	4	
10	36	1.4065001999988453	0	place	monument	4	
13	12	3.2559232999992673	0	person	writer	4	
9	5	1.2218559000011737	1	person	musician	4	
6	1	0.5010616999988997	1	person	actor	4	
9	31	1.9631401000006008	1	place	city	4	
11	18	0.8499103999984072	1	person	actor	4	
12	8	0.9922513000001345	1	person	writer	4	
4	34	1.0331994000007398	1	place	body_of_water	4	
16	35	1.1199415999999474	1	place	body_of_water	4	
9	31	1.0431251999998494	1	place	city	4	
9	5	0.5498339999994641	1	person	musician	4	
13	38	1.011708499998349	1	place	monument	4	
8	6	0.6836574000008113	1	person	politician	4	
6	1	0.8612635000008595	1	person	actor	4	
4	30	1.381280899999183	1	place	city	4	
11	25	0.7747199999994336	1	place	country	4	
15	14	2.16838430000098	1	person	musician	4	
15	39	0.9773510999984865	1	place	monument	4	
6	29	1.674149499998748	1	place	city	4	
12	0	1.6389242999994167	1	person	politician	4	
23	15	0.9814862000002904	1	person	musician	4	
12	8	1.4237188999995851	1	person	writer	4	
13	3	1.0747620000001916	1	place	body_of_water	4	
11	18	1.500712900000508	1	person	actor	4	
10	36	1.0082717000004777	1	place	monument	4	
6	26	1.5762020999991364	1	place	country	4	
14	21	1.081432400000267	1	person	politician	4	
16	10	1.103153400001247	1	person	writer	4	
19	11	0.7547950999996829	1	person	writer	4	
13	37	0.7881809000009525	1	place	monument	4	
8	28	2.165096700000504	1	place	city	4	
13	12	2.575487600000997	0	person	writer	4	
9	4	1.43211379999957	1	place	monument	4	
7	23	1.5337380000000849	1	place	country	4	
18	22	1.3149587999996584	1	person	actor	4	
15	17	1.2151073000004544	1	person	politician	4	
5	9	0.799034900001061	1	place	country	4	
16	33	1.9042162000005192	1	place	body_of_water	4	
5	2	1.0554678999997122	1	place	city	4	
15	32	1.4490438000011636	1	place	body_of_water	4	
17	20	2.041455100001258	1	person	actor	4	
14	19	1.215114500000709	1	person	actor	4	
9	7	0.9260512999990169	1	person	writer	4	
17	27	1.8195656000007148	1	person	politician	4	
9	16	2.225982899999508	1	person	musician	4	
7	13	1.848411999999371	1	person	musician	4	
8	24	0.9115058000006684	1	place	country	4	
11	18	0.9537116999999853	1	person	actor	4	
6	1	1.859636600000158	1	person	actor	4	
19	11	2.4891917999993893	1	person	writer	4	
9	4	0.4217585999995208	1	place	monument	4	
7	23	1.156254200001058	1	place	country	4	
9	5	1.3339508999997634	1	person	musician	4	
4	34	1.1363558000011835	1	place	body_of_water	4	
15	17	2.4194852000000537	1	person	politician	4	
17	27	0.866659699999218	1	person	politician	4	
6	29	1.7762860000002547	1	place	city	4	
17	20	1.9449872999994113	1	person	actor	4	
9	16	2.328670900000361	1	person	musician	4	
5	9	1.774331800001164	1	place	country	4	
6	26	1.4953506000001653	1	place	country	4	
7	13	1.1644381000005524	1	person	musician	4	
12	8	1.054796799999167	1	person	writer	4	
12	0	2.1327146000003268	0	person	politician	4	
4	30	1.834822400000121	1	place	city	4	
9	31	0.9281188000004477	1	place	city	4	
16	35	1.4214891000010539	1	place	body_of_water	4	
15	39	1.7802799999990384	1	place	monument	4	
8	6	0.5090851999993902	1	person	politician	4	
13	37	1.8494644999991579	1	place	monument	4	
9	7	1.1844839000004868	1	person	writer	4	
11	25	2.610203799998999	1	place	country	4	
14	19	0.9218049999999494	1	person	actor	4	
10	36	1.20505570000023	1	place	monument	4	
16	10	0.6126459000006435	1	person	writer	4	
13	38	1.0246342000009463	1	place	monument	4	
18	22	0.884793000001082	1	person	actor	4	
8	24	1.4731004999994184	1	place	country	4	
5	2	1.5668461999994179	1	place	city	4	
6	26	1.9046218999992561	1	place	country	4	
10	36	1.2363697000000684	1	place	monument	4	
9	5	1.2527814999994007	1	person	musician	4	
16	10	0.5905473999991955	1	person	writer	4	
8	28	1.1395125999988522	1	place	city	4	
13	38	3.4858820000008564	1	place	monument	4	
23	15	2.0173453000006702	1	person	musician	4	
19	11	2.4804813000009744	1	person	writer	4	
11	25	1.235944500000187	1	place	country	4	
14	19	0.5133544999989681	1	person	actor	4	
13	3	1.7715595999998186	1	place	body_of_water	4	
8	6	2.566617500000575	1	person	politician	4	
15	17	2.1112143999998807	1	person	politician	4	
18	22	1.2746824999994715	1	person	actor	4	
8	24	1.2557700999986992	1	place	country	4	
16	35	2.389833399998679	1	place	body_of_water	4	
17	20	2.245409999999538	1	person	actor	4	
12	8	1.564431799999511	1	person	writer	4	
11	18	1.660923499999626	1	person	actor	4	
4	34	1.1789143000005424	1	place	body_of_water	4	
9	7	0.8927777999997488	1	person	writer	4	
7	13	1.9458430000013323	1	person	musician	4	
16	33	1.1974007999997411	1	place	body_of_water	4	
6	29	1.7460417999991478	1	place	city	4	
9	31	1.0373961000004783	1	place	city	4	
9	4	0.9476168999990477	1	place	monument	4	
15	14	1.806042799998977	1	person	musician	4	
13	12	1.2364956000001257	1	person	writer	4	
4	30	2.3550875000000815	1	place	city	4	
6	1	1.4929745999997976	1	person	actor	4	
15	32	0.9701390000009269	1	place	body_of_water	4	
14	21	1.281821200000195	1	person	politician	4	
13	37	1.5684626000002027	1	place	monument	4	
9	31	0.90267970000059	1	place	city	4	
6	26	1.4904294000007212	1	place	country	4	
18	22	0.8069457999990846	1	person	actor	4	
12	0	0.7739350000010745	1	person	politician	4	
4	34	1.4568612000002759	1	place	body_of_water	4	
7	23	1.287347999999838	1	place	country	4	
4	30	1.4391326000004483	1	place	city	4	
8	24	1.3287522999999055	1	place	country	4	
8	28	1.516495900001246	1	place	city	4	
13	12	1.3456163999999262	1	person	writer	4	
15	39	1.4678132999997615	1	place	monument	4	
23	15	1.8528081000004022	1	person	musician	4	
9	16	2.902770700000474	1	person	musician	4	
10	36	0.9459023999988858	1	place	monument	4	
13	38	1.9977617999993527	1	place	monument	4	
11	18	2.157843099999809	1	person	actor	4	
9	7	1.1759110000002693	1	person	writer	4	
15	14	2.1045738000011625	1	person	musician	4	
15	32	3.5708904000002804	1	place	body_of_water	4	
14	19	2.0358054999996966	1	person	actor	4	
15	17	4.461850899999263	1	person	politician	4	
17	27	1.02359129999968	1	person	politician	4	
7	13	1.3893579000014142	1	person	musician	4	
5	9	0.5272370999991836	1	place	country	4	
8	6	0.8261032000009436	1	person	politician	4	
9	5	1.0815218999996432	1	person	musician	4	
19	11	0.653938699999344	1	person	writer	4	
16	35	3.1074458999992203	1	place	body_of_water	4	
12	8	1.7475709999998799	1	person	writer	4	
14	21	0.7370260000006965	1	person	politician	4	
17	20	0.7071426999991672	1	person	actor	4	
16	10	2.0776874000002863	1	person	writer	4	
8	28	1.6138265999998112	0	place	city	4	
12	8	1.16640180000104	1	person	writer	4	
7	23	0.8648590000011609	1	place	country	4	
19	11	1.6071055000011256	1	person	writer	4	
23	15	1.190050399998654	1	person	musician	4	
15	32	1.5907619000008708	1	place	body_of_water	4	
6	1	1.8079027999992832	0	person	actor	4	
6	26	1.687669700000697	1	place	country	4	
13	3	0.48393019999821263	1	place	body_of_water	4	
6	29	1.2638865999997506	1	place	city	4	
16	33	5.6854285999997956	1	place	body_of_water	4	
15	14	0.8263810000007652	1	person	musician	4	
15	39	1.113772799999424	1	place	monument	4	
11	18	1.277437499998996	1	person	actor	4	
5	2	0.7943498000004183	1	place	city	4	
18	22	1.6390744000000268	1	person	actor	4	
13	37	0.985638399999516	1	place	monument	4	
9	7	1.0260134000000107	1	person	writer	4	
9	5	1.417040199999974	1	person	musician	4	
4	34	2.496308100000533	1	place	body_of_water	4	
14	21	1.0290970000005473	1	person	politician	4	
11	25	1.3312853000006726	1	place	country	4	
12	0	0.926212200000009	1	person	politician	4	
4	30	2.0253358999998454	1	place	city	4	
13	38	1.7495617000004131	1	place	monument	4	
16	10	2.4348504999998113	1	person	writer	4	
7	13	2.369273799999064	1	person	musician	4	
17	27	2.466334700000516	1	person	politician	4	
8	24	1.040590599999632	1	place	country	4	
13	12	1.0919775999991543	1	person	writer	4	
16	35	0.8663980000001175	1	place	body_of_water	4	
10	36	0.7996875000008004	1	place	monument	4	
9	16	0.7850027999993472	1	person	musician	4	
14	19	0.768688199999815	1	person	actor	4	
17	20	2.1770255000010366	1	person	actor	4	
15	17	2.602048599999762	1	person	politician	4	
8	6	0.8652129000001878	1	person	politician	4	
9	4	1.9473116999997728	1	place	monument	4	
5	9	0.8003239999998186	1	place	country	4	
6	26	1.007559300000139	1	place	country	4	
16	10	1.3506038999985321	1	person	writer	4	
8	28	1.5365137000007962	1	place	city	4	
7	13	1.9549994000008155	1	person	musician	4	
9	7	0.8317170000009355	1	person	writer	4	
17	20	1.9355582000007416	1	person	actor	4	
13	37	0.7204887000007147	1	place	monument	4	
9	4	0.7883622000008472	1	place	monument	4	
11	25	0.8842171000014787	1	place	country	4	
11	18	2.167888600000879	1	person	actor	4	
15	17	1.2265770999983943	1	person	politician	4	
14	19	1.5943802000001597	1	person	actor	4	
19	11	1.6425001000006887	1	person	writer	4	
7	23	2.1436334999998508	1	place	country	4	
9	16	3.961943100001008	1	person	musician	4	
12	8	3.4666159999997035	1	person	writer	4	
4	30	1.4401622999994288	1	place	city	4	
13	3	2.0058158000010735	1	place	body_of_water	4	
5	2	2.2944852000000537	1	place	city	4	
15	39	1.676064100000076	1	place	monument	4	
8	6	2.0569761999995535	1	person	politician	4	
16	33	1.222781299999042	1	place	body_of_water	4	
5	9	0.5020368000004964	1	place	country	4	
23	15	0.9613238000001729	1	person	musician	4	
6	1	1.05050189999929	1	person	actor	4	
13	12	1.3119494000002305	1	person	writer	4	
9	5	1.1626421000000846	1	person	musician	4	
17	27	1.6478062000005593	1	person	politician	4	
14	21	1.7195564999983617	1	person	politician	4	
18	22	1.2627766999994492	1	person	actor	4	
12	0	2.4964397000003373	1	person	politician	4	
4	34	1.1808499999988271	1	place	body_of_water	4	
13	38	3.48594360000061	1	place	monument	4	
6	29	1.0365024999991874	1	place	city	4	
15	32	1.4918137999993633	1	place	body_of_water	4	
13	37	1.6863158000014664	1	place	monument	4	
13	3	0.5466340000002674	1	place	body_of_water	4	
6	29	1.3697752999996737	1	place	city	4	
7	23	1.4129102999995666	1	place	country	4	
5	9	0.6384722000002512	1	place	country	4	
9	31	1.2372305000008055	1	place	city	4	
8	6	0.6925838000006479	1	person	politician	4	
17	27	1.2568016999994143	1	person	politician	4	
9	16	1.2648716000003333	1	person	musician	4	
6	1	1.1685383999993064	1	person	actor	4	
14	19	0.7893082999999024	1	person	actor	4	
18	22	1.1095635999990918	1	person	actor	4	
12	0	1.8174591999995755	1	person	politician	4	
11	25	1.568900799999028	1	place	country	4	
16	33	0.8177302000003692	1	place	body_of_water	4	
8	28	2.113001699999586	1	place	city	4	
13	12	1.9004442999994353	0	person	writer	4	
6	26	1.1684119000001374	1	place	country	4	
15	14	1.304301199999827	1	person	musician	4	
12	8	0.7645318000013503	1	person	writer	4	
14	21	1.5036302000007709	1	person	politician	4	
8	24	0.9961344999992434	1	place	country	4	
4	30	0.8759671999996499	1	place	city	4	
15	39	0.7288954999985435	1	place	monument	4	
5	2	0.7770989000000554	1	place	city	4	
10	36	2.3178471000010177	1	place	monument	4	
9	5	1.7606292000000394	1	person	musician	4	
9	4	1.0339922999992268	1	place	monument	4	
4	34	2.895361499999126	1	place	body_of_water	4	
19	11	1.451025500000469	1	person	writer	4	
16	10	0.8959537000009732	1	person	writer	4	
17	20	1.550477000000683	1	person	actor	4	
9	7	1.1527939999996306	1	person	writer	4	
13	38	1.5545867000000726	1	place	monument	4	
7	13	0.7875483999996504	1	person	musician	4	
16	35	0.8067894999985583	1	place	body_of_water	4	
11	18	1.9827834999996412	1	person	actor	4	
23	15	2.688565700000254	1	person	musician	4	
15	17	1.2242795999991358	1	person	politician	4	
15	32	1.112093099998674	1	place	body_of_water	4	
6	29	2.029316199999812	1	place	city	4	
12	0	0.9403830999999627	1	person	politician	4	
9	5	0.8703824000003806	1	person	musician	4	
7	23	1.0115089999999327	1	place	country	4	
4	34	1.083925500000987	1	place	body_of_water	4	
11	18	1.2509184000009554	1	person	actor	4	
11	25	1.065690999999788	1	place	country	4	
9	31	1.8776388999995106	1	place	city	4	
5	9	0.6826361000003089	1	place	country	4	
19	11	1.5839654000010341	1	person	writer	4	
15	32	1.823639700000058	1	place	body_of_water	4	
6	26	1.4308978999997635	1	place	country	4	
10	36	1.870706199999404	1	place	monument	4	
15	17	1.8917643000004318	1	person	politician	4	
8	6	1.4001719000007142	1	person	politician	4	
8	28	1.2962573999993765	1	place	city	4	
9	4	3.116637399998581	1	place	monument	4	
15	14	0.9589532999998482	1	person	musician	4	
13	3	1.9761366000002454	1	place	body_of_water	4	
14	21	1.688477599998805	1	person	politician	4	
6	1	0.785868400000254	1	person	actor	4	
9	16	1.6664467999999033	1	person	musician	4	
16	33	0.80077540000093	1	place	body_of_water	4	
13	38	1.0401013999999122	1	place	monument	4	
18	22	1.156762599999638	1	person	actor	4	
8	24	1.7843407000000298	1	place	country	4	
13	37	1.2478763999988587	1	place	monument	4	
7	13	1.3420228000013594	1	person	musician	4	
16	10	1.4487088000005315	1	person	writer	4	
5	2	0.7670690000013565	1	place	city	4	
16	35	0.9610560999990412	1	place	body_of_water	4	
13	12	1.0027491000000737	1	person	writer	4	
12	8	1.8896867000003112	1	person	writer	4	
17	20	2.5023118999997678	1	person	actor	4	
17	27	0.9620198000011442	1	person	politician	4	
6	1	0.5869818999999552	1	person	actor	4	
17	27	1.0434512000010727	1	person	politician	4	
9	7	0.5378012000001036	1	person	writer	4	
8	28	1.5236241000002337	1	place	city	4	
12	0	1.046474799999487	1	person	politician	4	
12	8	0.9271076999993966	1	person	writer	4	
7	23	0.9346915000005538	1	place	country	4	
10	36	1.635027500000433	1	place	monument	4	
6	29	0.8655116999998427	1	place	city	4	
15	39	2.0481675999999425	1	place	monument	4	
15	14	1.0232586000001902	1	person	musician	4	
13	38	1.2698407999996562	1	place	monument	4	
9	16	2.210637100000895	1	person	musician	4	
14	19	1.449191100000462	1	person	actor	4	
4	34	1.6649832999992213	1	place	body_of_water	4	
6	26	3.2736917000001995	1	place	country	4	
23	15	1.6555333999986033	1	person	musician	4	
5	2	3.573162800001228	1	place	city	4	
15	17	1.3964943999999377	1	person	politician	4	
13	37	1.7735499999998865	1	place	monument	4	
5	9	1.0183267000011256	1	place	country	4	
16	35	2.0324670000009064	1	place	body_of_water	4	
16	10	1.4372536999999284	1	person	writer	4	
8	6	1.526803700000528	1	person	politician	4	
9	31	1.2104925000003277	1	place	city	4	
13	3	0.8103590000009717	1	place	body_of_water	4	
17	20	1.3702763000001141	1	person	actor	4	
13	12	4.4353140000002895	1	person	writer	4	
7	13	3.3456286000000546	1	person	musician	4	
11	18	0.8165216999987024	1	person	actor	4	
11	25	2.448573199999373	1	place	country	4	
18	22	1.4878192000014678	1	person	actor	4	
9	5	2.0201776000012615	1	person	musician	4	
4	30	1.2673118000002432	1	place	city	4	
19	11	3.424430200000643	1	person	writer	4	
8	24	1.511342699999659	1	place	country	4	
16	10	1.912658699999156	1	person	writer	4	
7	23	1.7569055000003573	1	place	country	4	
4	34	0.9018189000016719	1	place	body_of_water	4	
7	13	1.0098543999993126	1	person	musician	4	
19	11	1.5613485000012588	1	person	writer	4	
6	29	2.0601421000010305	1	place	city	4	
11	25	2.4895462000004045	1	place	country	4	
18	22	1.1659540000000561	1	person	actor	4	
5	2	0.4541773999990255	1	place	city	4	
13	37	1.4693406999995204	1	place	monument	4	
11	18	3.0502641999992193	1	person	actor	4	
14	21	0.9334043999988353	1	person	politician	4	
15	17	0.8801991000000271	1	person	politician	4	
15	14	1.181860400000005	1	person	musician	4	
10	36	1.247596600000179	1	place	monument	4	
23	15	1.9189752000002045	1	person	musician	4	
16	35	1.4898396999997203	1	place	body_of_water	4	
6	1	0.8864343999994162	1	person	actor	4	
13	3	1.2828186999995523	0	place	body_of_water	4	
8	28	2.7353401000000304	1	place	city	4	
9	31	1.3756417999993573	1	place	city	4	
9	5	0.7136970999999903	1	person	musician	4	
4	30	1.7110933999992994	1	place	city	4	
6	26	3.75481850000142	1	place	country	4	
12	0	0.9164815999993152	1	person	politician	4	
9	16	1.3427683999998408	1	person	musician	4	
9	7	1.2901270999991539	1	person	writer	4	
14	19	0.7582590000001801	1	person	actor	4	
5	9	0.8563119000009465	1	place	country	4	
8	24	1.4610796999986633	1	place	country	4	
13	12	1.8349311000001762	1	person	writer	4	
15	39	2.842620600000373	1	place	monument	4	
15	32	1.8077572000001965	1	place	body_of_water	4	
16	33	0.9029904999988503	1	place	body_of_water	4	
17	27	1.0019032000000152	1	person	politician	4	
17	20	0.8438522000014927	1	person	actor	4	
18	22	0.9109726999995473	1	person	actor	4	
14	21	0.9074694999999338	1	person	politician	4	
15	17	0.7380703999988327	1	person	politician	4	
13	38	1.226440399999774	1	place	monument	4	
5	9	0.8422614999999496	1	place	country	4	
15	14	1.4014177000008203	1	person	musician	4	
9	16	2.0657922999998846	1	person	musician	4	
10	36	1.6327406000000337	1	place	monument	4	
17	27	2.1202944999986357	1	person	politician	4	
6	1	0.49223239999992074	1	person	actor	4	
12	8	1.6407676999988325	1	person	writer	4	
9	7	1.9910815000002913	1	person	writer	4	
5	2	0.9355581999989226	1	place	city	4	
17	20	0.9460455999997066	0	person	actor	4	
19	11	0.7011344000002282	1	person	writer	4	
8	6	1.5049856000005093	1	person	politician	4	
12	0	1.332752199999959	1	person	politician	4	
15	32	2.1123975999998947	1	place	body_of_water	4	
7	23	1.4848665999998047	1	place	country	4	
9	4	0.8329515999994328	1	place	monument	4	
8	28	3.616384700000708	1	place	city	4	
4	34	1.392645600000833	1	place	body_of_water	4	
16	10	1.0492073999994318	1	person	writer	4	
13	37	2.752405799999906	1	place	monument	4	
8	24	1.5532351999991079	1	place	country	4	
13	3	1.3598285000007309	1	place	body_of_water	4	
16	33	0.8302165000004607	1	place	body_of_water	4	
9	5	2.077406799999153	1	person	musician	4	
6	29	2.315147799999977	1	place	city	4	
11	18	2.6066728999994666	1	person	actor	4	
7	13	1.8937720999983867	1	person	musician	4	
6	26	3.562430099998892	1	place	country	4	
9	31	1.244689400000425	1	place	city	4	
11	25	2.5708801000000676	1	place	country	4	
23	15	2.739771300000939	1	person	musician	4	
13	12	1.6369838000009622	1	person	writer	4	
16	35	2.3551783000002615	1	place	body_of_water	4	
15	39	1.1399995000010676	1	place	monument	4	
4	30	1.2693870999992214	1	place	city	4	
14	19	1.1881277000011323	1	person	actor	4	
16	33	1.075993099999323	1	place	body_of_water	4	
16	35	0.9849432000009983	1	place	body_of_water	4	
13	37	1.0754734999991342	1	place	monument	4	
6	26	0.9515298999995139	1	place	country	4	
16	10	1.2654284000000189	1	person	writer	4	
23	15	1.2318314000003738	1	person	musician	4	
7	23	1.0396594000012556	1	place	country	4	
11	25	1.2063414000003831	1	place	country	4	
17	20	1.3660240000008343	1	person	actor	4	
17	27	0.9276275000011083	1	person	politician	4	
15	39	1.099031700001433	1	place	monument	4	
10	36	1.8681851000001188	1	place	monument	4	
8	24	1.1732112999998208	1	place	country	4	
9	4	1.9733636000000843	1	place	monument	4	
19	11	4.34247460000006	1	person	writer	4	
7	13	2.520473700000366	1	person	musician	4	
9	16	3.3443184999996447	1	person	musician	4	
18	22	2.125127400000565	1	person	actor	4	
15	32	1.5128870999997162	1	place	body_of_water	4	
5	2	1.3894262000012532	1	place	city	4	
9	7	2.356975300001068	1	person	writer	4	
13	3	0.4547400999999809	1	place	body_of_water	4	
5	9	0.5327655000000959	1	place	country	4	
15	17	1.0725567000008596	1	person	politician	4	
12	0	1.157596700000795	1	person	politician	4	
8	6	0.3453198999995948	1	person	politician	4	
15	14	1.244450100000904	1	person	musician	4	
13	12	0.8748338000004878	1	person	writer	4	
4	30	0.9680399000008038	1	place	city	4	
14	21	0.7842745999987528	1	person	politician	4	
4	34	0.9213913000003231	1	place	body_of_water	4	
14	19	0.8505588999996689	1	person	actor	4	
6	29	1.0340806000003795	1	place	city	4	
6	1	0.9607367999997223	1	person	actor	4	
13	38	0.43968560000030266	1	place	monument	4	
9	31	1.2734888000013598	1	place	city	4	
11	18	1.334887400000298	1	person	actor	4	
8	28	1.4411911000006512	1	place	city	4	
12	8	1.5178317999998399	1	person	writer	4	
9	5	0.608095499999763	1	person	musician	4	
4	30	1.4313383999997313	1	place	city	4	
17	20	0.7498769999983779	1	person	actor	4	
10	36	1.071478500000012	1	place	monument	4	
16	33	1.2056118000000424	1	place	body_of_water	4	
13	3	1.0867704000011145	1	place	body_of_water	4	
14	19	2.93062479999935	1	person	actor	4	
15	17	1.486389199999394	1	person	politician	4	
12	0	1.3621001000010438	1	person	politician	4	
16	35	1.0212823000001663	1	place	body_of_water	4	
23	15	2.0846196000002237	1	person	musician	4	
8	6	0.46462910000082047	1	person	politician	4	
15	39	1.1478306999997585	1	place	monument	4	
13	12	1.585034200001246	1	person	writer	4	
7	13	1.050047500000801	1	person	musician	4	
13	38	1.6230679000000237	1	place	monument	4	
9	31	1.2611188999981096	1	place	city	4	
8	28	0.9785965000010037	1	place	city	4	
9	7	0.44308140000066487	1	person	writer	4	
19	11	2.1225756000021647	1	person	writer	4	
8	24	1.1095171999986633	1	place	country	4	
5	2	1.3288266000017757	1	place	city	4	
17	27	1.1616539999995439	1	person	politician	4	
9	16	1.7279912999983935	1	person	musician	4	
14	21	2.843907999998919	1	person	politician	4	
16	10	2.057342800002516	1	person	writer	4	
7	23	1.9463532999980089	1	place	country	4	
11	18	3.6294481000004453	1	person	actor	4	
6	26	1.485107099997549	1	place	country	4	
15	14	2.849577600001794	1	person	musician	4	
6	1	0.6565189999964787	1	person	actor	4	
4	34	1.5903033999966283	1	place	body_of_water	4	
15	32	0.8860929000002216	1	place	body_of_water	4	
13	37	0.7064277999998012	0	place	monument	4	
18	22	1.65440899999885	1	person	actor	4	
7	13	1.2429050000027928	1	person	musician	4	
11	18	2.231845500002237	1	person	actor	4	
4	30	1.040899299998273	1	place	city	4	
6	29	1.047440499998629	1	place	city	4	
14	19	1.8384643999997934	1	person	actor	4	
6	1	0.9489063000000897	1	person	actor	4	
18	22	0.7840779999969527	1	person	actor	4	
8	24	1.2967647000004945	1	place	country	4	
14	21	1.2935324999998556	1	person	politician	4	
9	4	2.1860267000010936	1	place	monument	4	
15	17	1.2024698999994143	1	person	politician	4	
17	20	0.8496491000005335	1	person	actor	4	
17	27	1.104653900001722	1	person	politician	4	
12	0	1.5523007000010693	1	person	politician	4	
16	10	0.8870825000012701	1	person	writer	4	
8	28	2.0826075000004494	1	place	city	4	
13	38	1.0566278000005696	1	place	monument	4	
9	16	1.478518099997018	1	person	musician	4	
5	9	1.7560749999975087	1	place	country	4	
13	37	3.1737370999981067	1	place	monument	4	
8	6	1.2548342000009143	1	person	politician	4	
10	36	4.1486851000008755	1	place	monument	4	
9	31	0.8476659000007203	1	place	city	4	
15	39	1.4068326999986311	1	place	monument	4	
13	3	1.798357699997723	0	place	body_of_water	4	
16	33	1.615693800002191	1	place	body_of_water	4	
4	34	2.2560841999984405	1	place	body_of_water	4	
11	25	1.3922448999983317	1	place	country	4	
15	14	2.9269041000006837	1	person	musician	4	
7	23	1.4959756000025664	1	place	country	4	
6	26	1.3058201999992889	1	place	country	4	
13	12	1.9126722999972117	1	person	writer	4	
23	15	3.837256399998296	1	person	musician	4	
9	7	0.46770119999928284	1	person	writer	4	
16	35	1.0264660000029835	1	place	body_of_water	4	
19	11	2.2589459999981045	1	person	writer	4	
9	5	0.46427960000073654	1	person	musician	4	
15	32	1.597209000003204	1	place	body_of_water	4	
12	8	1.3259608000007574	1	person	writer	4	
5	2	0.8417086000008567	1	place	city	4	
15	39	1.1557690000008733	1	place	monument	4	
12	0	0.708769899996696	1	person	politician	4	
11	18	1.0339262999987113	1	person	actor	4	
8	6	0.49655930000153603	1	person	politician	4	
15	14	2.6683946999983164	1	person	musician	4	
18	22	1.589061300001049	1	person	actor	4	
9	16	2.643476400000509	1	person	musician	4	
17	27	1.1102061999990838	1	person	politician	4	
17	20	1.3927881000017805	1	person	actor	4	
5	2	0.7124989000003552	1	place	city	4	
7	13	1.5490997999986575	1	person	musician	4	
6	29	1.071310600000288	1	place	city	4	
4	30	0.7876742000007653	1	place	city	4	
9	5	1.1729745000011462	1	person	musician	4	
14	21	1.077841599999374	1	person	politician	4	
15	17	1.7755182000000787	1	person	politician	4	
13	37	2.1993884000003163	1	place	monument	4	
9	4	2.4808269000022847	1	place	monument	4	
7	23	1.5475431999984721	1	place	country	4	
4	34	1.1195315000004484	1	place	body_of_water	4	
13	3	0.7861280999968585	1	place	body_of_water	4	
10	36	1.4746687000006204	1	place	monument	4	
19	11	3.42447059999904	1	person	writer	4	
16	35	1.1503265000028478	1	place	body_of_water	4	
8	24	1.2160956999978225	1	place	country	4	
12	8	0.7204814000033366	1	person	writer	4	
23	15	1.747679700001754	1	person	musician	4	
11	25	1.0054622999996354	1	place	country	4	
15	32	1.047594100000424	1	place	body_of_water	4	
14	19	1.2780409999977564	1	person	actor	4	
13	12	1.110823099999834	1	person	writer	4	
16	10	1.288263200000074	1	person	writer	4	
9	7	0.8684188000006543	1	person	writer	4	
6	26	1.7138363999983994	1	place	country	4	
5	9	1.8702885000020615	1	place	country	4	
13	38	1.60277810000116	1	place	monument	4	
6	29	1.0372415000019828	1	place	city	4	
9	16	2.579716100000951	1	person	musician	4	
13	37	1.741305999999895	1	place	monument	4	
4	34	1.495746999997209	1	place	body_of_water	4	
15	39	0.9894789999998466	1	place	monument	4	
13	12	1.9407018999991124	1	person	writer	4	
12	8	0.713038099998812	1	person	writer	4	
14	19	2.093282999998337	1	person	actor	4	
15	14	1.1742993999978353	1	person	musician	4	
9	31	1.4514170000002196	1	place	city	4	
5	9	1.3728025000018533	1	place	country	4	
16	10	3.2866399999984424	1	person	writer	4	
13	38	1.5567506999977923	1	place	monument	4	
12	0	2.1825709999975516	1	person	politician	4	
9	4	1.3123034000018379	1	place	monument	4	
16	35	2.7635549000005994	1	place	body_of_water	4	
23	15	1.151169500000833	1	person	musician	4	
16	33	2.386901600002602	1	place	body_of_water	4	
18	22	0.7391998999992211	1	person	actor	4	
10	36	1.0454448000018601	1	place	monument	4	
8	24	1.1329210000003513	1	place	country	4	
8	6	1.2158616000015172	1	person	politician	4	
17	27	0.7683972000013455	1	person	politician	4	
15	32	1.1209627999996883	1	place	body_of_water	4	
9	5	0.37207849999686005	1	person	musician	4	
4	30	1.4772595000031288	1	place	city	4	
11	25	0.8187480000015057	1	place	country	4	
14	21	2.0018392999991192	1	person	politician	4	
8	28	2.833573500000057	0	place	city	4	
13	3	0.6383874999992258	1	place	body_of_water	4	
7	13	1.3655290999995486	1	person	musician	4	
17	20	2.366613599999255	1	person	actor	4	
6	1	0.46447299999999814	1	person	actor	4	
9	7	0.3983288999988872	1	person	writer	4	
19	11	0.3507733999977063	1	person	writer	4	
15	17	1.1317620999980136	1	person	politician	4	
6	26	1.3784205999982078	1	place	country	4	
7	23	0.8281826999991608	1	place	country	4	
5	2	0.7785446000016236	1	place	city	4	
12	8	0.5952456999984861	1	person	writer	4	
15	14	1.0365188999967359	1	person	musician	4	
19	11	1.5341401000005135	1	person	writer	4	
9	7	1.3652843000018038	1	person	writer	4	
15	32	1.0083621999983734	1	place	body_of_water	4	
16	10	1.0511686999998346	1	person	writer	4	
6	1	0.6570474999971339	1	person	actor	4	
