name_length	value	response_time	accuracy	semantic_domain	familiarity	subject	
16	27	1.1549173000021256	1	-1	1	1	
15	16	1.623407800001587	1	1	-1	1	
14	13	0.9039771999996447	1	1	-1	1	
13	3	0.6195727999984229	1	-1	-1	1	
4	24	1.204042000001209	1	1	1	1	
10	11	1.061826299999666	1	1	-1	1	
6	21	0.78210129999934	1	1	1	1	
14	6	0.9294034000013198	1	-1	-1	1	
7	9	0.8945046000008006	1	1	-1	1	
12	4	1.1811540000016976	1	-1	-1	1	
10	20	0.9443069999979343	1	1	1	1	
13	10	0.7494444000003568	1	1	1	1	
15	2	5.937851399998181	1	-1	-1	1	
11	0	0.9507426999989548	1	-1	1	1	
15	5	1.23367529999814	1	-1	-1	1	
15	15	0.6740984999996726	1	1	-1	1	
13	29	0.9532985000005283	1	-1	1	1	
6	21	0.805689100001473	1	1	1	1	
13	10	0.8858756000008725	1	1	1	1	
12	4	0.7557655999989947	1	-1	-1	1	
10	11	1.0962275000019872	1	1	-1	1	
20	22	0.9272836999989522	1	1	1	1	
16	17	0.8446144000008644	1	1	-1	1	
15	2	0.876940399997693	1	-1	-1	1	
7	9	1.1647185000001627	1	1	-1	1	
15	19	1.9527100000013888	1	1	1	1	
15	16	1.0763732999985223	1	1	-1	1	
11	0	0.7483040999977675	1	-1	1	1	
12	28	1.6174487000025692	1	-1	1	1	
12	1	0.8831868999986909	1	-1	-1	1	
14	13	0.7390366999970865	1	1	-1	1	
14	6	1.1432309999981953	1	-1	-1	1	
15	5	1.0997040000002016	1	-1	-1	1	
4	24	1.2021746000027633	1	1	1	1	
16	27	1.6199707999985549	1	-1	1	1	
15	23	3.205940899999405	1	1	1	1	
17	31	0.7593391000009433	1	-1	1	1	
14	8	1.002740800002357	1	-1	-1	1	
17	30	0.6770374000006996	1	-1	1	1	
10	20	1.019644399999379	1	1	1	1	
13	3	1.0919475999980932	1	-1	-1	1	
13	18	1.1000042000014219	1	1	1	1	
15	25	1.0104800000008254	1	-1	1	1	
18	26	0.8609007999984897	1	-1	1	1	
18	7	0.9878040000003239	1	-1	-1	1	
8	12	0.9507517999991251	1	1	-1	1	
15	16	0.8384272000002966	1	1	-1	1	
16	17	0.8236410999998043	1	1	-1	1	
18	26	0.8253618000017013	1	-1	1	1	
8	12	0.7615361999996821	1	1	-1	1	
12	1	0.6056529999987106	1	-1	-1	1	
10	11	4.774638300001243	1	1	-1	1	
18	7	0.8895728999996209	1	-1	-1	1	
15	2	0.8240876999989268	1	-1	-1	1	
11	0	1.0012494000002334	1	-1	1	1	
10	20	0.7235182999975223	1	1	1	1	
6	21	1.4327154000020528	1	1	1	1	
15	19	0.9297833999989962	1	1	1	1	
13	18	1.0072772999992594	1	1	1	1	
15	23	0.9849863000017649	1	1	1	1	
4	24	1.2681704999995418	1	1	1	1	
15	25	0.7225096999973175	1	-1	1	1	
16	27	0.7434971000002406	1	-1	1	1	
14	6	1.099893400001747	1	-1	-1	1	
7	9	0.8505235000011453	1	1	-1	1	
12	4	0.6589965999992273	1	-1	-1	1	
12	28	0.6826710999994248	1	-1	1	1	
20	22	1.026609799999278	1	1	1	1	
17	31	1.1311350999967544	1	-1	1	1	
13	29	0.7201717999996617	1	-1	1	1	
14	8	0.7567457999975886	1	-1	-1	1	
15	15	0.7437407999968855	1	1	-1	1	
15	5	0.9730875000022934	1	-1	-1	1	
14	13	0.8729708999999275	1	1	-1	1	
13	10	0.744747600001574	1	1	1	1	
17	30	0.7818675999988045	1	-1	1	1	
13	3	0.9769068000023253	1	-1	-1	1	
19	14	0.8440574999985984	1	1	-1	1	
13	10	0.6395489000024099	1	1	1	1	
15	19	1.3359304000005068	1	1	1	1	
14	13	0.7244935999988229	1	1	-1	1	
12	4	0.8087401000011596	1	-1	-1	1	
13	18	1.4184998000018822	1	1	1	1	
15	23	0.9641824999998789	1	1	1	1	
19	14	1.184226800000033	1	1	-1	1	
14	8	0.8992803000001004	1	-1	-1	1	
17	31	0.8822828000011214	1	-1	1	1	
7	9	0.9769562000001315	1	1	-1	1	
16	27	0.7160758000027272	1	-1	1	1	
4	24	0.7857748999995238	1	1	1	1	
15	25	0.7568151999985275	1	-1	1	1	
13	3	0.8735062000014295	1	-1	-1	1	
13	29	0.6973973000021942	1	-1	1	1	
18	26	0.8165444999976899	1	-1	1	1	
15	5	0.8982883999997284	1	-1	-1	1	
10	20	0.7518582999982755	1	1	1	1	
15	2	2.371744000000035	1	-1	-1	1	
14	6	3.8628195999990567	1	-1	-1	1	
17	30	0.7512142999985372	1	-1	1	1	
16	17	1.090969299999415	1	1	-1	1	
6	21	0.8734889999977895	1	1	1	1	
12	1	1.096492800003034	1	-1	-1	1	
18	7	1.0544025000017427	1	-1	-1	1	
12	28	1.8942715000011958	1	-1	1	1	
15	15	0.702042299999448	1	1	-1	1	
15	16	1.3964857000028132	1	1	-1	1	
20	22	0.7830370000010589	1	1	1	1	
8	12	1.4406939999971655	1	1	-1	1	
10	11	1.1137864999982412	1	1	-1	1	
11	0	1.1194313000014517	1	-1	1	1	
15	25	0.8624068999997689	1	-1	1	1	
7	9	1.1502248000033433	1	1	-1	1	
20	22	1.330312899997807	1	1	1	1	
10	20	0.736003999998502	1	1	1	1	
15	5	0.7250184000004083	1	-1	-1	1	
14	13	0.9221604000013031	1	1	-1	1	
11	0	0.9359062000003178	1	-1	1	1	
18	26	0.9012888000033854	1	-1	1	1	
13	18	0.8991470000000845	1	1	1	1	
17	31	0.7382152999998652	1	-1	1	1	
19	14	0.7906024000003526	1	1	-1	1	
14	6	0.8884853000017756	1	-1	-1	1	
15	23	1.1749419000007038	1	1	1	1	
18	7	0.9545627999978024	1	-1	-1	1	
15	15	1.143141000000469	1	1	-1	1	
