name_length	value	response_time	accuracy	semantic_domain	familiarity	subject	
6	21	0.9581808000002638	1	1	1	6	
12	1	0.8017814999984694	1	-1	-1	6	
16	25	0.9315129000005982	1	-1	1	6	
17	26	1.1694763000014063	1	-1	1	6	
15	5	1.107804400000532	1	-1	-1	6	
6	10	0.8262438000001566	1	1	1	6	
10	30	2.2200601999993523	1	-1	1	6	
7	24	0.6916658000009193	1	1	1	6	
11	31	0.8427356999982294	1	-1	1	6	
18	0	1.514561899999535	1	-1	1	6	
16	19	0.7523673999985476	1	1	1	6	
14	13	1.2362044999990758	1	1	-1	6	
13	3	1.0772918000002392	1	-1	-1	6	
18	29	0.9723237999987759	1	-1	1	6	
17	26	0.9521795000000566	1	-1	1	6	
6	21	1.8440398999991885	1	1	1	6	
11	18	0.9725972000014735	1	1	1	6	
9	22	1.36838809999972	1	1	1	6	
8	12	0.7401755999999295	1	1	-1	6	
6	23	1.3046455999992759	1	1	1	6	
14	6	1.0776154000013776	1	-1	-1	6	
18	7	1.084747899998547	1	-1	-1	6	
15	15	1.5872005000001081	1	1	-1	6	
12	1	1.1255751000007876	1	-1	-1	6	
10	11	0.7948493999992934	1	1	-1	6	
12	4	0.8926347999986319	1	-1	-1	6	
16	20	0.8597059000003355	1	1	1	6	
15	16	0.6842727999992348	1	1	-1	6	
14	27	0.7546621000001323	1	-1	1	6	
16	17	1.4465611000014178	1	1	-1	6	
16	25	0.9277672000007442	1	-1	1	6	
7	9	1.8535439999996015	1	1	-1	6	
14	28	0.6292940000003	1	-1	1	6	
14	8	0.8617202999994333	1	-1	-1	6	
19	14	3.245728900001268	1	1	-1	6	
15	2	0.8451650000006339	1	-1	-1	6	
9	22	0.8372782000005827	1	1	1	6	
6	10	0.837942899999689	1	1	1	6	
15	5	1.2701964999996562	1	-1	-1	6	
14	27	1.190050400000473	1	-1	1	6	
7	9	0.7606367999997019	1	1	-1	6	
6	21	0.749135699999897	1	1	1	6	
11	18	1.1056616000005306	1	1	1	6	
11	31	0.7593283000005613	1	-1	1	6	
12	4	1.275093599999309	1	-1	-1	6	
17	26	0.971160900000541	1	-1	1	6	
14	28	0.6469763999994029	1	-1	1	6	
14	8	1.040129099999831	1	-1	-1	6	
14	13	0.8402272000002995	1	1	-1	6	
10	30	1.0726404999986698	1	-1	1	6	
16	19	1.2397060000002966	1	1	1	6	
13	3	0.9041097000008449	1	-1	-1	6	
12	1	0.7563904000016919	1	-1	-1	6	
7	24	1.2932617000005848	1	1	1	6	
15	15	1.3087687000006554	1	1	-1	6	
15	2	0.6668818000016472	1	-1	-1	6	
6	23	2.354896999999255	1	1	1	6	
18	0	1.0154462000009516	1	-1	1	6	
16	17	0.8658350999994582	1	1	-1	6	
15	16	0.8174523999987287	1	1	-1	6	
18	29	1.058498899999904	1	-1	1	6	
10	11	4.827141699999629	0	1	-1	6	
16	25	0.9210681000004115	1	-1	1	6	
19	14	0.8864057999999204	1	1	-1	6	
15	5	1.1798118999995495	1	-1	-1	6	
11	31	0.8947977000007086	1	-1	1	6	
16	20	3.9966092000013305	1	1	1	6	
14	8	1.0070286999998643	1	-1	-1	6	
16	17	0.9694574999994074	1	1	-1	6	
6	21	4.437330999999176	1	1	1	6	
10	11	0.9487845999992714	1	1	-1	6	
9	22	2.3846524999989924	1	1	1	6	
7	24	1.1710424000011699	1	1	1	6	
15	16	1.3821425000005547	1	1	-1	6	
15	2	1.3290204999993875	1	-1	-1	6	
14	6	0.9103121000007377	1	-1	-1	6	
7	9	5.85208319999947	1	1	-1	6	
14	27	1.0437149999997928	1	-1	1	6	
18	7	3.0660848999996233	1	-1	-1	6	
8	12	0.9937363999997615	1	1	-1	6	
18	29	0.7147409999997762	1	-1	1	6	
13	3	1.1691312999992078	1	-1	-1	6	
15	15	1.6676946000006865	1	1	-1	6	
14	28	0.8991982999996253	1	-1	1	6	
16	19	0.8172898000011628	1	1	1	6	
11	18	0.723369699999239	1	1	1	6	
12	1	0.7931494999993447	1	-1	-1	6	
19	14	2.667737699999634	1	1	-1	6	
6	10	1.091623599999366	1	1	1	6	
14	13	0.9220533999996405	1	1	-1	6	
10	30	1.5599351999990176	1	-1	1	6	
16	25	0.6667679000001954	1	-1	1	6	
18	0	1.0099200999993627	1	-1	1	6	
13	3	0.9669813000000431	1	-1	-1	6	
15	2	0.8819516000003205	1	-1	-1	6	
18	29	1.297798800000237	1	-1	1	6	
11	18	0.8961554000015894	1	1	1	6	
15	15	1.950641800000085	1	1	-1	6	
12	1	0.8504522000002908	1	-1	-1	6	
14	13	1.442915500001618	1	1	-1	6	
18	0	0.8921100000006845	1	-1	1	6	
10	11	1.257688000001508	1	1	-1	6	
7	9	0.7934525000000576	1	1	-1	6	
16	19	0.6681695999996009	1	1	1	6	
11	31	0.7720851000012772	1	-1	1	6	
15	16	0.7439064000009239	1	1	-1	6	
16	25	0.9889504000002489	1	-1	1	6	
6	10	0.9674620999994659	0	1	1	6	
9	22	2.8191632999987633	1	1	1	6	
16	17	2.4840724999994563	1	1	-1	6	
12	4	1.139190599998983	1	-1	-1	6	
14	8	2.8076822999992146	1	-1	-1	6	
10	30	0.9532988000009937	1	-1	1	6	
6	23	0.8058079000002181	1	1	1	6	
6	21	0.7603079000000434	1	1	1	6	
14	27	1.0513315999996848	1	-1	1	6	
8	12	0.8517749000002368	1	1	-1	6	
15	5	1.6995616000003793	1	-1	-1	6	
16	20	1.2173560999999609	1	1	1	6	
19	14	0.8665412999998807	1	1	-1	6	
17	26	1.2975256000008812	1	-1	1	6	
7	24	1.0073566000010032	1	1	1	6	
14	28	0.7612472999990132	1	-1	1	6	
18	7	1.3088924999992742	1	-1	-1	6	
11	31	1.3422804000001634	1	-1	1	6	
19	14	0.8589090999994369	1	1	-1	6	
14	13	0.9234524999992573	1	1	-1	6	
12	1	1.1124187000004895	1	-1	-1	6	
10	11	1.0542368999995233	1	1	-1	6	
11	18	3.094068000000334	1	1	1	6	
16	20	0.989136199999848	1	1	1	6	
6	21	0.9363454999984242	1	1	1	6	
10	30	1.861432000001514	1	-1	1	6	
16	19	1.099565700000312	1	1	1	6	
14	6	1.5227955000009388	1	-1	-1	6	
18	7	0.9012794999998732	1	-1	-1	6	
16	25	0.8663572000004933	1	-1	1	6	
18	0	2.8820075999992696	1	-1	1	6	
6	23	0.8019280999997136	1	1	1	6	
15	16	1.5724386999991111	1	1	-1	6	
15	15	0.8413831999987451	1	1	-1	6	
14	28	0.9214742000003753	1	-1	1	6	
7	9	0.8066414000004443	1	1	-1	6	
14	27	0.8084181000012904	1	-1	1	6	
16	17	1.2591044000000693	1	1	-1	6	
15	2	0.8907931000012468	1	-1	-1	6	
15	5	0.7613891000000876	1	-1	-1	6	
8	12	0.8617180000001099	1	1	-1	6	
6	10	0.7814514999990934	1	1	1	6	
18	29	0.9125002000000677	1	-1	1	6	
12	4	0.8625081999998656	1	-1	-1	6	
13	3	4.3517537000007	1	-1	-1	6	
7	9	2.219291499999599	1	1	-1	6	
10	30	0.8370425999983127	1	-1	1	6	
9	22	1.3983029999999417	1	1	1	6	
19	14	1.3126044000000547	1	1	-1	6	
14	28	0.8621643999995285	1	-1	1	6	
14	27	1.8707075000002078	1	-1	1	6	
17	26	1.9413079999994807	1	-1	1	6	
8	12	1.0333842000000004	1	1	-1	6	
18	29	0.9300734000007651	1	-1	1	6	
6	23	1.2784608000001754	1	1	1	6	
15	15	1.2288205999993806	1	1	-1	6	
11	31	0.8779873000003136	1	-1	1	6	
16	19	0.8138632999998663	1	1	1	6	
7	24	0.8475660999993124	1	1	1	6	
16	25	4.257708000001003	1	-1	1	6	
15	2	1.2740162999998574	1	-1	-1	6	
6	21	1.016381100000217	1	1	1	6	
10	11	2.0986066999994364	1	1	-1	6	
6	10	0.7601388000002771	1	1	1	6	
12	4	0.9401579000004858	1	-1	-1	6	
14	6	0.9999496999989788	1	-1	-1	6	
16	20	1.1708943000012368	1	1	1	6	
18	0	0.8547567999994499	1	-1	1	6	
16	17	1.3258086999994703	1	1	-1	6	
11	18	0.859683299999233	1	1	1	6	
15	16	0.7479855999990832	1	1	-1	6	
14	13	0.8972883999995247	1	1	-1	6	
18	7	1.0395645999997214	1	-1	-1	6	
14	8	1.4961275000005116	1	-1	-1	6	
12	1	0.8470448999996734	1	-1	-1	6	
8	12	2.8163211999999476	1	1	-1	7	
19	14	1.2345636999998533	1	1	-1	7	
13	28	2.6118487999992794	1	-1	1	7	
14	8	1.501319400000284	1	-1	-1	7	
22	18	1.3471649000002799	1	1	1	7	
18	0	1.183581499999491	1	-1	1	7	
15	5	1.602709099999629	0	-1	-1	7	
16	17	2.5010805999991135	1	1	-1	7	
14	13	1.491456100000505	1	1	-1	7	
15	2	1.6578582000001916	1	-1	-1	7	
15	25	2.1058075000000827	1	-1	1	7	
15	15	1.7681441999993694	1	1	-1	7	
21	21	2.2286657000004197	1	1	1	7	
13	3	11.386830800000098	0	-1	-1	7	
7	9	1.188028000000486	1	1	-1	7	
14	6	1.4311115999989852	1	-1	-1	7	
16	27	1.0563137999997707	1	-1	1	7	
19	20	1.1920640999996976	1	1	1	7	
19	19	1.3383370999999897	1	1	1	7	
12	1	1.2058209999995597	1	-1	-1	7	
9	24	2.0875957000007475	1	1	1	7	
23	23	1.8968523999992613	1	1	1	7	
15	30	1.3265221000001475	1	-1	1	7	
19	10	0.9557322000000568	1	1	1	7	
14	26	1.9213111999997636	1	-1	1	7	
10	11	2.0408632999988185	1	1	-1	7	
19	20	1.128667900000437	1	1	1	7	
14	13	1.47038319999956	1	1	-1	7	
15	15	1.2846521000010398	1	1	-1	7	
18	7	3.8438994999996794	1	-1	-1	7	
15	25	1.212173599999005	1	-1	1	7	
19	10	1.102451700000529	1	1	1	7	
13	3	1.013080100001389	1	-1	-1	7	
9	24	1.5997296000005008	1	1	1	7	
13	28	1.8109194000007847	1	-1	1	7	
16	27	1.1333407000001898	1	-1	1	7	
14	26	0.8824365000000398	1	-1	1	7	
19	14	1.8407045000003563	1	1	-1	7	
15	29	0.93716459999996	1	-1	1	7	
14	8	1.301672999999937	1	-1	-1	7	
15	5	0.9343741000011505	1	-1	-1	7	
16	17	1.747104300000501	1	1	-1	7	
22	18	1.4560655999994196	1	1	1	7	
8	12	1.1277883000002475	1	1	-1	7	
12	4	1.7255841999995027	1	-1	-1	7	
11	22	1.2421209999993152	1	1	1	7	
18	0	1.194539199999781	1	-1	1	7	
7	9	1.1486360999988392	1	1	-1	7	
21	21	1.0885457999993378	1	1	1	7	
15	16	1.558976000000257	1	1	-1	7	
19	19	1.4296197999992728	1	1	1	7	
16	17	0.8059610000000248	1	1	-1	7	
12	4	1.16051890000017	1	-1	-1	7	
15	15	1.452289800001381	1	1	-1	7	
14	8	1.2687299999997776	1	-1	-1	7	
15	30	1.2843998999996984	1	-1	1	7	
14	26	1.2027543000003789	1	-1	1	7	
11	22	1.878125999999611	1	1	1	7	
19	14	1.3406316000000515	1	1	-1	7	
19	20	2.1216803999996046	1	1	1	7	
13	28	1.2378380999998626	1	-1	1	7	
17	31	1.2542642999997042	1	-1	1	7	
15	29	1.2325916999998299	1	-1	1	7	
19	19	0.9142166000001453	1	1	1	7	
22	18	1.0235189999984868	1	1	1	7	
9	24	1.3205326999996032	1	1	1	7	
14	6	0.9818599000009272	1	-1	-1	7	
10	11	1.4088163000014902	1	1	-1	7	
15	2	1.178997299999537	1	-1	-1	7	
12	1	1.022711600000548	1	-1	-1	7	
8	12	1.223735300000044	1	1	-1	7	
18	7	1.0007937000009406	1	-1	-1	7	
15	25	1.0585833999994065	1	-1	1	7	
23	23	1.4335289000009652	1	1	1	7	
14	13	2.78613310000037	1	1	-1	7	
21	21	1.0604729000006046	1	1	1	7	
15	16	7.132278099999894	1	1	-1	7	
16	27	1.2649478999992425	1	-1	1	7	
19	10	2.86421110000083	1	1	1	7	
13	3	0.8806928999983938	1	-1	-1	7	
7	9	2.224496900000304	1	1	-1	7	
18	0	0.8422021999995195	1	-1	1	7	
16	17	1.3540243999996164	1	1	-1	7	
15	15	1.0297879999998258	1	1	-1	7	
7	9	1.5195688999992853	1	1	-1	7	
14	13	0.9806007000006502	1	1	-1	7	
10	11	1.1357391000001371	1	1	-1	7	
8	12	2.467572300000029	1	1	-1	7	
15	25	1.1544262999996135	1	-1	1	7	
13	28	1.2388549000006606	1	-1	1	7	
15	16	1.1762385000001814	1	1	-1	7	
9	24	1.9637405000012222	1	1	1	7	
19	10	1.951594699999987	1	1	1	7	
15	5	1.5074554000002536	1	-1	-1	7	
19	14	1.9940117000005557	1	1	-1	7	
12	4	1.0690935000002355	1	-1	-1	7	
23	23	1.17294690000017	1	1	1	7	
14	6	1.4799148000001878	1	-1	-1	7	
14	8	8.703650899999047	1	-1	-1	7	
17	31	1.204323199999635	1	-1	1	7	
15	30	0.9187507000006008	1	-1	1	7	
16	27	1.0119402000000264	1	-1	1	7	
13	3	1.1016961999994237	1	-1	-1	7	
18	7	1.1235582000008435	1	-1	-1	7	
19	19	1.3853489000011905	1	1	1	7	
21	21	1.2211613999988913	1	1	1	7	
22	18	1.9903235000001587	1	1	1	7	
15	2	1.2567990999996255	1	-1	-1	7	
14	26	1.3836212999995041	1	-1	1	7	
11	22	1.3786443999997573	1	1	1	7	
19	20	1.8219815000011295	1	1	1	7	
18	0	1.4151244000004226	1	-1	1	7	
12	1	1.8088298000002396	1	-1	-1	7	
15	29	1.3071747000012692	1	-1	1	7	
15	29	1.1933303000005253	1	-1	1	7	
19	19	1.5631176000006235	1	1	1	7	
8	12	0.95951740000055	1	1	-1	7	
9	24	6.218463299999712	1	1	1	7	
13	28	1.107267800000045	1	-1	1	7	
15	25	1.0018601000010676	1	-1	1	7	
14	8	0.8196633000006841	1	-1	-1	7	
15	2	1.0774115999993228	1	-1	-1	7	
22	18	1.6933104999989155	1	1	1	7	
19	20	1.916214900000341	1	1	1	7	
18	0	1.0094332999997278	1	-1	1	7	
14	6	1.3550675999995292	1	-1	-1	7	
13	3	1.3357758000001922	1	-1	-1	7	
16	27	4.5808776000012585	1	-1	1	7	
18	7	0.8637362999998004	1	-1	-1	7	
15	15	1.152151899999808	1	1	-1	7	
15	5	1.524646699999721	1	-1	-1	7	
11	22	0.937883900000088	1	1	1	7	
23	23	1.3662972999991325	1	1	1	7	
12	1	1.0745798000007198	1	-1	-1	7	
19	14	1.146464499999638	1	1	-1	7	
7	9	2.2426650000015798	0	1	-1	7	
19	10	1.4990436000007321	1	1	1	7	
14	26	2.0823387000000366	1	-1	1	7	
16	17	1.889480600000752	1	1	-1	7	
15	16	1.0949931999984983	1	1	-1	7	
17	31	0.9256664999993518	1	-1	1	7	
10	11	1.3865174000002298	1	1	-1	7	
14	13	1.5890268000002834	1	1	-1	7	
12	4	1.3035089000004518	1	-1	-1	7	
21	21	0.9651391000006697	1	1	1	7	
7	9	1.253188799999407	1	1	-1	7	
17	31	0.9331065000005765	1	-1	1	7	
12	1	0.978406599999289	1	-1	-1	7	
10	11	32.25422930000059	1	1	-1	7	
9	24	1.1416799999988143	1	1	1	7	
18	7	2.6507682999999815	1	-1	-1	7	
21	21	1.778359799998725	1	1	1	7	
15	16	1.165373499999987	1	1	-1	7	
16	27	1.2339114000005793	1	-1	1	7	
15	15	2.050982299999305	1	1	-1	7	
14	26	0.8186179999993328	1	-1	1	7	
19	14	0.8203830000002199	1	1	-1	7	
11	22	0.8210484999999608	1	1	1	7	
15	5	0.9180990000004385	1	-1	-1	7	
19	20	5.011349799999152	1	1	1	7	
13	28	0.8936271999991732	1	-1	1	7	
23	23	1.0688745000006747	1	1	1	7	
12	4	1.636586399999942	1	-1	-1	7	
19	10	1.3483896999987337	1	1	1	7	
14	13	5.9681961000005685	1	1	-1	7	
16	17	1.0107031999996252	1	1	-1	7	
8	12	1.3082045999999536	1	1	-1	7	
15	29	0.9378250000008848	1	-1	1	7	
13	3	2.0703561999998783	1	-1	-1	7	
15	30	1.8293281999995088	1	-1	1	7	
15	25	1.7105238000003737	1	-1	1	7	
15	2	1.0689548000009381	1	-1	-1	7	
19	19	1.2047586999997293	1	1	1	7	
18	0	10.406661399998484	1	-1	1	7	
22	18	6.327676799999608	1	1	1	7	
14	8	1.132395099999485	1	-1	-1	7	
14	6	1.0256429000000935	1	-1	-1	7	
13	3	2.084532199998648	1	-1	-1	7	
15	2	0.6756439000000682	1	-1	-1	7	
22	18	0.8754528000008577	1	1	1	7	
7	9	0.8258667999998579	1	1	-1	7	
12	1	0.9076738999992813	1	-1	-1	7	
15	25	1.0013922999987699	1	-1	1	7	
15	16	1.539249600000403	1	1	-1	7	
10	11	1.4315162999992026	1	1	-1	7	
23	23	0.9774340000003576	1	1	1	7	
14	8	0.9571087999993324	1	-1	-1	7	
14	13	1.0016997999991872	1	1	-1	7	
13	28	0.7875285000009171	1	-1	1	7	
8	12	1.062013400000069	1	1	-1	7	
12	4	1.167173100000582	1	-1	-1	7	
19	19	0.9150010999983351	1	1	1	7	
16	17	0.9608848000007129	1	1	-1	7	
19	10	0.8277447000000393	1	1	1	7	
17	31	3.9808560000001307	1	-1	1	7	
15	30	1.6637910999997985	1	-1	1	7	
11	22	1.4390231999987009	1	1	1	7	
14	6	0.8712422999997216	0	-1	-1	7	
15	5	1.3504771999996592	1	-1	-1	7	
16	27	0.9935810999995738	1	-1	1	7	
19	14	1.308095599999433	1	1	-1	7	
18	7	7.721912900000461	1	-1	-1	7	
18	0	0.9361965000007331	1	-1	1	7	
15	29	1.1253790999999183	1	-1	1	7	
9	24	0.9232133000004978	1	1	1	7	
15	15	0.7435659000002488	1	1	-1	7	
14	26	0.7160106999999698	1	-1	1	7	
21	21	0.7856162999996741	1	1	1	7	
19	20	0.9329565999996703	1	1	1	7	
15	16	1.0643380999990768	1	1	-1	7	
19	19	1.63254870000128	1	1	1	7	
18	7	7.616923900000984	1	-1	-1	7	
17	31	3.4264868999998725	1	-1	1	7	
21	21	0.9068306999997731	1	1	1	7	
14	26	0.809594800000923	1	-1	1	7	
16	17	1.339254799999253	1	1	-1	7	
15	29	0.7283630999991146	1	-1	1	7	
19	10	1.340632599998571	1	1	1	7	
10	11	1.5293610000007902	1	1	-1	7	
16	27	0.8302595999994082	1	-1	1	7	
15	5	0.9601443999999901	1	-1	-1	7	
8	12	1.9646276000003127	1	1	-1	7	
13	3	0.8009636999995564	1	-1	-1	7	
18	0	0.6427207999986422	1	-1	1	7	
12	4	1.003902599999492	1	-1	-1	7	
15	2	1.5416554000003089	1	-1	-1	7	
14	13	1.0175118000006478	1	1	-1	7	
13	28	1.1401268000008713	1	-1	1	7	
15	25	5.737279700000727	1	-1	1	7	
14	8	1.525214799999958	0	-1	-1	7	
9	24	1.851087800001551	1	1	1	7	
7	9	0.9947806000000128	1	1	-1	7	
19	14	1.0860756000001857	1	1	-1	7	
15	15	0.8518069999990985	1	1	-1	7	
22	18	1.3795382999996946	1	1	1	7	
23	23	2.718727499999659	1	1	1	7	
19	20	0.9163559999997233	1	1	1	7	
14	6	0.9134484999995038	1	-1	-1	7	
11	22	1.0087889000005816	1	1	1	7	
12	1	0.9226832000003924	1	-1	-1	7	
15	30	0.9203614999987622	1	-1	1	7	
21	21	1.1069267999992007	1	1	1	7	
11	22	0.8727011999999377	1	1	1	7	
13	28	0.7918367000002036	1	-1	1	7	
18	7	0.889474200001132	1	-1	-1	7	
19	20	0.9841062000014063	1	1	1	7	
15	30	0.7385750999983429	1	-1	1	7	
15	2	0.6796376000002056	1	-1	-1	7	
9	24	1.359367299999576	1	1	1	7	
13	3	0.7953204999994341	1	-1	-1	7	
19	10	0.8303284000012354	1	1	1	7	
10	11	1.1196316999994451	1	1	-1	7	
14	8	0.8367956999991293	1	-1	-1	7	
17	31	0.8209978000013507	1	-1	1	7	
15	5	1.3665064999986498	1	-1	-1	7	
15	15	1.0267958999993425	1	1	-1	7	
15	16	1.2279546999998274	1	1	-1	7	
15	25	1.1168090000010125	1	-1	1	7	
7	9	0.8825793000014528	1	1	-1	7	
19	19	1.3457985000004555	1	1	1	7	
16	27	0.7190262000003713	1	-1	1	7	
18	0	2.468800900000133	1	-1	1	7	
12	4	1.0276393000003736	1	-1	-1	7	
15	29	0.9576286999999866	1	-1	1	7	
19	14	1.2408969000007346	1	1	-1	7	
23	23	9.43263079999997	1	1	1	7	
14	13	0.7066878999994515	1	1	-1	7	
8	12	0.8412053000010928	1	1	-1	7	
12	1	1.4184011999986978	1	-1	-1	7	
16	17	1.0745114000001195	1	1	-1	7	
14	6	4.201177499999176	1	-1	-1	7	
22	18	0.9627221999999165	1	1	1	7	
14	26	0.8625738999999157	1	-1	1	7	
8	12	0.9737891000004311	1	1	-1	7	
15	5	0.9055157999991934	1	-1	-1	7	
11	22	1.0959695000001375	1	1	1	7	
19	10	0.6703589999997348	1	1	1	7	
12	4	0.9334576000001107	1	-1	-1	7	
15	30	0.8494336000003386	1	-1	1	7	
15	16	0.8824363999992784	1	1	-1	7	
14	8	0.7380924000008235	1	-1	-1	7	
19	20	1.4952888999996503	1	1	1	7	
14	6	6.09427709999909	1	-1	-1	7	
13	28	0.7497258999992482	1	-1	1	7	
18	7	0.7703800999988744	1	-1	-1	7	
15	29	0.8382115999993403	1	-1	1	7	
22	18	0.7907837999991898	1	1	1	7	
9	24	0.7610125000010157	1	1	1	7	
19	19	0.7334253000008175	1	1	1	7	
23	23	0.8505182999997487	1	1	1	7	
16	27	0.7391064000003098	1	-1	1	7	
14	26	0.6162062999992486	1	-1	1	7	
15	25	1.1221583999995346	1	-1	1	7	
18	0	0.551707599999645	1	-1	1	7	
15	15	1.1558396000000357	1	1	-1	7	
12	1	0.7433461999989959	1	-1	-1	7	
10	11	0.7319354000010208	1	1	-1	7	
17	31	0.5131708000008075	1	-1	1	7	
14	13	4.095810700000584	1	1	-1	7	
7	9	0.8460322999999335	1	1	-1	7	
15	2	0.7345113000010315	1	-1	-1	7	
19	14	1.042981000000509	1	1	-1	7	
16	17	1.0985961999995197	1	1	-1	7	
21	21	0.7691465999996581	1	1	1	7	
15	5	1.3027865000003658	1	-1	-1	7	
15	30	0.8373372000005475	1	-1	1	7	
14	6	0.9336500999997952	1	-1	-1	7	
22	18	0.89835309999944	1	1	1	7	
17	31	0.8327360000002955	1	-1	1	7	
19	14	1.0417400000005728	1	1	-1	7	
18	0	0.826049300001614	1	-1	1	7	
16	17	1.2752540000001318	1	1	-1	7	
13	28	2.7790297999999893	1	-1	1	7	
15	16	0.8157608000001346	1	1	-1	7	
14	26	1.1701560000001336	1	-1	1	7	
15	29	1.1578628000006574	1	-1	1	7	
14	13	4.057592499999373	1	1	-1	7	
18	7	0.8412057000005007	1	-1	-1	7	
12	4	1.129777500000273	1	-1	-1	7	
19	19	0.7834892999999283	1	1	1	7	
19	10	1.0093921999996383	1	1	1	7	
8	12	0.6837633999984973	1	1	-1	7	
19	20	0.6589557999996032	1	1	1	7	
14	8	0.6025582000002032	1	-1	-1	7	
10	11	0.9806095999992976	0	1	-1	7	
23	23	0.8163024999994377	1	1	1	7	
9	24	0.899022599998716	1	1	1	7	
13	3	0.76944629999889	1	-1	-1	7	
21	21	0.77321689999917	1	1	1	7	
16	27	0.8402310000001307	1	-1	1	7	
15	2	1.0640352999998868	1	-1	-1	7	
12	1	1.1998416999995243	1	-1	-1	7	
15	15	1.0109995999991952	1	1	-1	7	
7	9	0.7167577000000165	1	1	-1	7	
11	22	1.3146835000006831	1	1	1	7	
15	25	2.368951399999787	1	-1	1	7	
22	18	0.7854979000003368	0	1	1	7	
13	28	0.8839981999990414	1	-1	1	7	
18	7	0.8183389999994688	1	-1	-1	7	
15	15	0.5954453000013018	1	1	-1	7	
15	25	0.5739343000004737	1	-1	1	7	
16	17	0.5377882000011596	1	1	-1	7	
18	0	0.806387900000118	1	-1	1	7	
12	4	0.7295346000009886	1	-1	-1	7	
15	2	0.9273613000004843	1	-1	-1	7	
13	3	1.142369699999108	1	-1	-1	7	
15	29	0.6980929999990622	1	-1	1	7	
14	8	0.6733273999998346	0	-1	-1	7	
15	16	1.2410271000007924	1	1	-1	7	
11	22	0.8896155000002182	1	1	1	7	
19	19	1.016120399999636	1	1	1	7	
17	31	0.9298567000005278	1	-1	1	7	
23	23	0.8790131000005204	1	1	1	7	
21	21	1.7589263999998366	1	1	1	7	
15	30	1.2593221999995876	1	-1	1	7	
14	6	0.7950908000002528	1	-1	-1	7	
19	20	1.0854902000010043	1	1	1	7	
16	27	0.643866700000217	1	-1	1	7	
8	12	0.8604401000011421	1	1	-1	7	
15	5	0.8607689000000391	1	-1	-1	7	
12	1	0.9416435000002821	1	-1	-1	7	
19	14	1.3538249999983236	1	1	-1	7	
7	9	0.837484300000142	1	1	-1	7	
14	26	1.8238142999998672	1	-1	1	7	
14	13	1.4329666000012367	1	1	-1	7	
15	30	7.086233599999105	1	-1	1	7	
15	29	0.7242645000005723	1	-1	1	7	
23	23	1.0975406999987172	1	1	1	7	
22	18	1.3912570000011328	1	1	1	7	
16	27	0.7454495999991195	1	-1	1	7	
12	4	0.6380781000007119	1	-1	-1	7	
19	14	0.599152700000559	1	1	-1	7	
19	10	0.8977655999988201	1	1	1	7	
12	1	0.7206014999992476	1	-1	-1	7	
15	2	0.8212378999996872	1	-1	-1	7	
15	25	1.1103621000002022	1	-1	1	7	
19	19	1.4695152000003873	1	1	1	7	
14	8	0.9006336999991618	1	-1	-1	7	
8	12	0.7864814999993541	1	1	-1	7	
17	31	0.8041276999992988	1	-1	1	7	
18	7	1.814747600001283	1	-1	-1	7	
13	28	1.265150100000028	1	-1	1	7	
15	5	0.9318330999994942	1	-1	-1	7	
21	21	1.489804599999843	1	1	1	7	
10	11	1.304241699999693	1	1	-1	7	
15	15	0.8700214000000415	1	1	-1	7	
14	26	1.4938590000001568	1	-1	1	7	
16	17	1.036280699998315	1	1	-1	7	
18	0	2.3101998000001913	1	-1	1	7	
14	6	1.024015299999519	1	-1	-1	7	
11	22	1.5925455999986298	1	1	1	7	
9	24	1.5318110999996861	1	1	1	7	
13	3	0.9768487999990612	1	-1	-1	7	
14	13	1.5486169000014343	1	1	-1	7	
8	12	0.7875841000004584	1	1	-1	7	
15	5	0.9660120999997162	1	-1	-1	7	
16	17	0.7065242999997281	1	1	-1	7	
9	24	0.7275571999998647	1	1	1	7	
19	20	0.699794699999984	1	1	1	7	
15	16	0.7864134999999806	1	1	-1	7	
17	31	0.788837500000227	1	-1	1	7	
19	10	0.6635298000001058	1	1	1	7	
15	15	0.7511299000016152	1	1	-1	7	
22	18	0.7064763999987917	1	1	1	7	
19	19	1.6250340999995387	1	1	1	7	
23	23	1.257907499999419	1	1	1	7	
18	7	0.8105503999995562	1	-1	-1	7	
19	14	0.8922794999998587	1	1	-1	7	
15	2	0.7001414999995177	1	-1	-1	7	
14	8	0.8339469000002282	1	-1	-1	7	
21	21	0.9630980000001728	1	1	1	7	
16	27	0.9428650000008929	1	-1	1	7	
12	4	1.2271973000006255	1	-1	-1	7	
14	6	0.8922237999995559	1	-1	-1	7	
15	30	0.9234770000002754	1	-1	1	7	
7	9	1.1132833000010578	1	1	-1	7	
15	29	0.7838265000009415	1	-1	1	7	
14	13	1.4110093999988749	1	1	-1	7	
12	1	0.7327837000011641	1	-1	-1	7	
11	22	0.8178826999992452	1	1	1	7	
18	0	0.8356571000003896	1	-1	1	7	
14	26	0.7569975000005797	1	-1	1	7	
13	3	1.2254026999999041	1	-1	-1	7	
10	11	1.5471481000004133	1	1	-1	7	
15	25	2.1754493999997067	1	-1	1	7	
13	28	1.0671383999997488	1	-1	1	7	
19	20	0.8608669000004738	1	1	1	7	
11	22	0.8926804000002448	1	1	1	7	
15	29	0.7311754000002111	1	-1	1	7	
15	30	0.8959562000000005	1	-1	1	7	
14	13	1.0231694000012794	1	1	-1	7	
